IN[0],INFER[0-0],OUT[0],TEE[0-0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.143364,0.998462,0.081507,1.230085,0.017568,0.192966,0.005344,0.071682,0.000864,0.014177,0.000352,0.001728,0.001120,0.000384,1.541870
0.147012,0.998654,0.081890,1.234180,0.019937,0.192806,0.005344,0.049122,0.000832,0.013824,0.000384,0.001728,0.001184,0.000576,1.525517
0.125027,0.998109,0.081091,1.210596,0.025313,0.192869,0.005281,0.047937,0.000800,0.013760,0.000384,0.001473,0.001184,0.000384,1.505549
0.149732,1.015294,0.092483,1.266054,0.024385,0.193381,0.005377,0.048129,0.000768,0.013920,0.000352,0.001729,0.001088,0.000320,1.561295
0.142660,1.008286,0.081091,1.238693,0.022176,0.193222,0.005216,0.047810,0.001088,0.013952,0.000416,0.001504,0.001120,0.000384,1.530765
0.134756,1.016511,0.103427,1.260454,0.019904,0.192806,0.005280,0.048514,0.000864,0.013504,0.000352,0.001600,0.001056,0.000352,1.549998
0.122436,1.007070,0.080290,1.216004,0.018497,0.193574,0.005344,0.049121,0.000832,0.013729,0.000352,0.001536,0.001056,0.000352,1.505741
0.122212,1.011326,0.089283,1.229861,0.021793,0.192646,0.005248,0.048001,0.000544,0.013409,0.000384,0.001536,0.001088,0.000384,1.520270
0.151301,0.998718,0.081954,1.237957,0.019937,0.193094,0.005408,0.048353,0.000832,0.013441,0.000320,0.001472,0.001248,0.000448,1.528046
0.123684,1.005822,0.079074,1.214276,0.021665,0.193030,0.005312,0.048641,0.000736,0.013505,0.000352,0.001440,0.001024,0.000384,1.505517
0.173541,0.998430,0.079779,1.257350,0.021408,0.193030,0.004864,0.047938,0.000608,0.013504,0.000320,0.001408,0.000960,0.000384,1.546638
0.128196,0.998110,0.080451,1.213893,0.018816,0.192966,0.005024,0.049474,0.000832,0.013440,0.000384,0.001408,0.001184,0.000352,1.503149
0.116036,1.012670,0.083299,1.217957,0.023776,0.192838,0.005312,0.048866,0.000864,0.013472,0.000352,0.001600,0.000992,0.000576,1.511693
0.170437,0.999197,0.082499,1.259846,0.017473,0.192805,0.005248,0.047490,0.000576,0.013728,0.000384,0.001472,0.000928,0.000577,1.545647
0.128644,1.009535,0.088706,1.233445,0.023425,0.192614,0.005248,0.048097,0.000832,0.013761,0.000352,0.001568,0.001056,0.000576,1.526254
0.117635,1.012671,0.080930,1.217508,0.017601,0.192550,0.005280,0.048609,0.000608,0.013665,0.000320,0.001408,0.001056,0.000384,1.503981
0.123172,1.004222,0.079139,1.211941,0.017696,0.207270,0.005473,0.048769,0.000800,0.013600,0.000384,0.001409,0.000928,0.000320,1.514094
0.125444,1.007806,0.079811,1.220389,0.019168,0.192870,0.005280,0.048482,0.000608,0.013472,0.000352,0.001440,0.000896,0.000352,1.508397
0.133156,0.999454,0.082146,1.221540,0.024993,0.193286,0.005440,0.048129,0.000992,0.013441,0.000352,0.001472,0.001376,0.000352,1.516749
0.146149,1.026078,0.080770,1.259494,0.024513,0.193158,0.005248,0.049889,0.000608,0.013409,0.000384,0.001408,0.000928,0.000384,1.554671
0.142053,1.000126,0.083874,1.232933,0.018785,0.193350,0.005408,0.048865,0.000992,0.013377,0.000320,0.001408,0.001152,0.000384,1.522094
0.150212,1.022430,0.103491,1.282598,0.019169,0.193094,0.005312,0.048417,0.000832,0.013441,0.000352,0.001472,0.000960,0.000384,1.571343
0.144325,0.998237,0.082402,1.230949,0.017697,0.196421,0.005281,0.047905,0.000832,0.013729,0.000384,0.001696,0.001088,0.000384,1.521838
0.130564,1.015934,0.102147,1.257317,0.022337,0.192838,0.005472,0.047905,0.000832,0.013600,0.000384,0.001440,0.001024,0.000352,1.548942
0.172357,0.998397,0.082083,1.259110,0.019713,0.193317,0.005056,0.048353,0.000832,0.013824,0.000352,0.001440,0.001024,0.000576,1.549295
0.119684,1.011678,0.080707,1.218629,0.019936,0.223879,0.005152,0.048514,0.000832,0.013440,0.000352,0.001696,0.000928,0.000352,1.539470
0.123587,0.998142,0.081091,1.208900,0.017408,0.193158,0.005312,0.048994,0.000832,0.013376,0.000352,0.001728,0.001088,0.000384,1.496652
0.144420,1.001118,0.081731,1.233061,0.017888,0.192998,0.005056,0.048674,0.000800,0.013792,0.000352,0.001472,0.001472,0.000384,1.521165
0.167045,1.028830,0.084546,1.287430,0.018753,0.193221,0.005697,0.048417,0.000704,0.013889,0.000352,0.001536,0.001664,0.000352,1.577359
0.146917,0.997118,0.081474,1.233157,0.017921,0.192678,0.005344,0.048609,0.000640,0.013697,0.000384,0.001440,0.001440,0.000352,1.520814
0.145413,1.024158,0.101219,1.278951,0.020384,0.193734,0.005056,0.048514,0.000832,0.013792,0.000416,0.001472,0.001472,0.000384,1.570927
0.142084,1.000990,0.081603,1.231909,0.017664,0.193126,0.005280,0.048706,0.000832,0.013728,0.000384,0.001440,0.001248,0.000576,1.520301
0.145892,1.014239,0.105635,1.275910,0.020961,0.192933,0.005409,0.049473,0.000800,0.013761,0.000384,0.001440,0.001248,0.000384,1.568591
0.133636,1.005118,0.081282,1.227204,0.018913,0.194086,0.005344,0.048961,0.000768,0.014209,0.000320,0.001632,0.001248,0.000384,1.518541
0.148676,1.000638,0.087939,1.243109,0.042145,0.193382,0.005344,0.048066,0.000576,0.013856,0.000352,0.001504,0.001312,0.000352,1.555886
0.131044,1.006654,0.081123,1.225861,0.019040,0.193158,0.005536,0.047906,0.000768,0.013920,0.000352,0.001504,0.001216,0.000576,1.515181
0.146244,0.999038,0.082979,1.234405,0.018688,0.192934,0.005376,0.048258,0.000800,0.013952,0.000352,0.001440,0.001248,0.000320,1.523502
0.135620,0.997886,0.081923,1.223461,0.018720,0.193542,0.005312,0.047970,0.000832,0.014816,0.000544,0.001632,0.001184,0.000384,1.513837
0.140100,0.998077,0.081795,1.227653,0.024673,0.192805,0.005345,0.048225,0.000832,0.014336,0.000320,0.001504,0.001184,0.000416,1.522734
0.150245,1.027103,0.105955,1.291815,0.018080,0.193061,0.005344,0.048834,0.000736,0.013568,0.000576,0.001408,0.001120,0.000352,1.580848
0.150757,0.998750,0.083202,1.240101,0.018913,0.192838,0.005280,0.048545,0.000832,0.013921,0.000352,0.001504,0.001184,0.000608,1.529454
0.150597,1.035199,0.149508,1.343240,0.021377,0.193062,0.005376,0.048577,0.000864,0.013793,0.000352,0.001504,0.001088,0.000416,1.635537
0.153221,1.005534,0.084035,1.251686,0.021696,0.192806,0.005632,0.048258,0.000832,0.014144,0.000384,0.001472,0.001152,0.000416,1.543630
0.147397,1.021022,0.106947,1.282982,0.018721,0.192806,0.005280,0.048161,0.000768,0.013985,0.000352,0.001696,0.001376,0.000352,1.572175
0.151812,1.000414,0.081667,1.240997,0.019776,0.192870,0.005280,0.047970,0.000832,0.013984,0.000320,0.001536,0.001184,0.000384,1.530317
0.148548,0.996062,0.078659,1.229125,0.018816,0.210471,0.005312,0.048769,0.000832,0.013665,0.000416,0.001440,0.001056,0.000384,1.535982
0.151973,0.998366,0.090274,1.249189,0.018721,0.192966,0.005248,0.049089,0.000576,0.013889,0.000352,0.001472,0.001152,0.000640,1.538510
0.145284,1.000510,0.081955,1.233957,0.018880,0.193798,0.005056,0.047778,0.000608,0.013728,0.000384,0.001536,0.001024,0.000384,1.522445
0.172101,1.030911,0.083522,1.293222,0.017760,0.192998,0.005344,0.049313,0.000833,0.013696,0.000384,0.001440,0.001152,0.000416,1.581711
0.156484,0.998014,0.084963,1.246374,0.024736,0.193989,0.005248,0.049218,0.000736,0.013696,0.000352,0.001504,0.001089,0.000352,1.542351
0.143556,1.018047,0.117219,1.286374,0.023489,0.193094,0.005280,0.048961,0.000576,0.013729,0.000384,0.001472,0.001152,0.000384,1.580879
0.129412,1.010814,0.101924,1.249350,0.020448,0.192806,0.005344,0.048034,0.000992,0.013728,0.000352,0.001504,0.001152,0.000352,1.539758
0.142597,1.019806,0.118564,1.289735,0.024289,0.192549,0.005377,0.048641,0.000576,0.013697,0.000384,0.001408,0.001216,0.000352,1.583888
0.144805,0.999518,0.079522,1.229733,0.020193,0.192518,0.005312,0.048417,0.000832,0.014433,0.000352,0.001728,0.001120,0.000608,1.520366
0.141828,0.999262,0.080931,1.228773,0.045057,0.193414,0.005280,0.047650,0.000800,0.014272,0.000352,0.001632,0.001280,0.000352,1.544846
0.134884,0.997310,0.080098,1.218180,0.019809,0.192838,0.005344,0.047905,0.000832,0.013729,0.000320,0.001440,0.001120,0.000352,1.507245
0.173669,0.998557,0.081283,1.261126,0.017632,0.192902,0.005312,0.047554,0.000832,0.014240,0.000416,0.001440,0.001280,0.000384,1.548079
0.140996,0.998334,0.085155,1.231365,0.017888,0.192582,0.005152,0.048610,0.001056,0.014368,0.000608,0.001472,0.001120,0.000352,1.519757
0.139652,0.997950,0.080898,1.225604,0.018753,0.192710,0.005088,0.048289,0.000832,0.014177,0.000384,0.001376,0.001152,0.000416,1.513837
0.142276,1.012126,0.097187,1.257670,0.021856,0.192614,0.005344,0.048386,0.000576,0.013760,0.000384,0.001440,0.001056,0.000352,1.548750
0.129027,0.998333,0.084899,1.217572,0.021409,0.193253,0.005281,0.048705,0.000832,0.014369,0.000352,0.001440,0.001312,0.000384,1.510157
0.141540,1.011614,0.098275,1.257509,0.020353,0.193286,0.005344,0.047969,0.000609,0.014048,0.000384,0.001440,0.001248,0.000384,1.547726
0.159141,1.004478,0.081954,1.253605,0.024033,0.193190,0.005344,0.048130,0.000832,0.014240,0.000352,0.001408,0.001216,0.000608,1.548206
0.190438,1.030687,0.097379,1.329416,0.022656,0.196998,0.005024,0.048866,0.001056,0.014368,0.000320,0.001409,0.002688,0.000544,1.629617
0.127236,1.008702,0.085315,1.227621,0.022304,0.193286,0.005280,0.048258,0.000736,0.014048,0.000320,0.001632,0.001216,0.000352,1.520461
0.123780,0.999390,0.080482,1.209764,0.017953,0.192710,0.005120,0.048545,0.000768,0.014305,0.000384,0.001408,0.001472,0.000608,1.514797
0.202214,1.008190,0.090435,1.311111,0.020001,0.196134,0.005056,0.049377,0.001088,0.014241,0.000352,0.001696,0.002656,0.000800,1.608656
0.155429,1.001438,0.084386,1.247653,0.019713,0.194470,0.005056,0.048513,0.000800,0.013985,0.000352,0.001728,0.002400,0.000352,1.541326
0.151173,0.998653,0.082850,1.239941,0.024801,0.192678,0.005088,0.048193,0.000832,0.014273,0.000384,0.001696,0.001248,0.000320,1.534798
0.150373,0.998238,0.081538,1.236677,0.017697,0.193126,0.005280,0.048289,0.000864,0.014209,0.000352,0.001632,0.001248,0.000352,1.524782
0.142052,1.015519,0.089506,1.254022,0.022240,0.192998,0.005344,0.048098,0.000800,0.013952,0.000352,0.001504,0.001152,0.000352,1.546062
0.144197,0.998685,0.082306,1.232741,0.018593,0.192517,0.005281,0.048737,0.000832,0.013824,0.000384,0.001473,0.001120,0.000320,1.521262
0.178310,1.015742,0.087555,1.290471,0.022976,0.193638,0.005472,0.047938,0.000832,0.014496,0.000352,0.001536,0.001440,0.000320,1.584816
0.144548,0.999517,0.083683,1.234725,0.018593,0.193093,0.005344,0.049122,0.000800,0.013888,0.000576,0.001441,0.001088,0.000416,1.524494
0.150597,1.010814,0.119235,1.287814,0.020640,0.192870,0.005248,0.048354,0.000800,0.013984,0.000352,0.001472,0.001056,0.000352,1.578351
0.148804,0.999870,0.081667,1.237317,0.017696,0.192806,0.005248,0.048226,0.000832,0.013760,0.000320,0.001504,0.001216,0.000384,1.524589
0.148516,0.999358,0.082371,1.236005,0.017664,0.193158,0.005344,0.047778,0.000800,0.013664,0.000320,0.001536,0.001216,0.000384,1.523149
0.149125,1.000734,0.081314,1.237189,0.017921,0.192709,0.005345,0.048257,0.000608,0.013632,0.000352,0.001473,0.001792,0.000352,1.524942
0.146980,0.999261,0.084675,1.239301,0.018593,0.192645,0.005312,0.048577,0.000832,0.013792,0.000352,0.001440,0.001408,0.000416,1.528174
0.151717,1.023454,0.122052,1.305479,0.018593,0.192678,0.005280,0.048673,0.000544,0.013729,0.000384,0.001472,0.001248,0.000352,1.594768
0.145669,1.006078,0.084258,1.243141,0.020161,0.192870,0.005472,0.048193,0.000832,0.013697,0.000320,0.001504,0.001248,0.000384,1.533614
0.150405,1.017566,0.107492,1.284071,0.024000,0.192582,0.005216,0.048642,0.000800,0.013632,0.000352,0.001376,0.001120,0.000384,1.578063
0.152420,1.000734,0.090147,1.252421,0.021601,0.193574,0.005344,0.049441,0.000800,0.013697,0.000320,0.001760,0.001472,0.000384,1.546094
0.131076,1.026463,0.100355,1.265062,0.022081,0.192582,0.005376,0.048897,0.000608,0.013793,0.000320,0.001472,0.001120,0.000352,1.557551
0.148485,0.997214,0.083490,1.235525,0.018657,0.192805,0.005313,0.048673,0.000928,0.013729,0.000384,0.001728,0.001152,0.000352,1.524718
0.144165,0.998590,0.086306,1.235429,0.017505,0.213350,0.005536,0.049153,0.000864,0.013440,0.000352,0.001697,0.001120,0.000352,1.544527
0.144773,1.000798,0.083522,1.236325,0.019905,0.200838,0.005344,0.049026,0.000800,0.013824,0.000384,0.001600,0.001216,0.000384,1.535150
0.135524,1.008926,0.086242,1.237509,0.022721,0.192710,0.005280,0.048353,0.000800,0.013665,0.000352,0.001472,0.001088,0.000384,1.529966
0.135140,1.025631,0.080163,1.247270,0.018400,0.192870,0.005056,0.048514,0.000864,0.013696,0.000384,0.001408,0.000960,0.000384,1.535662
0.147172,1.000222,0.084483,1.240101,0.024897,0.193093,0.005409,0.049281,0.000832,0.013665,0.000352,0.001536,0.001056,0.000384,1.536366
0.120963,1.012062,0.085378,1.224804,0.023553,0.193382,0.005344,0.049185,0.000800,0.014081,0.000384,0.001472,0.001024,0.000352,1.519949
0.122628,1.005982,0.081571,1.217733,0.017632,0.193030,0.005536,0.048834,0.000832,0.013856,0.000384,0.001440,0.001056,0.000352,1.505933
0.148837,1.021695,0.091874,1.271942,0.023457,0.193862,0.005312,0.049250,0.000864,0.014528,0.000352,0.001728,0.001056,0.000352,1.567919
0.125572,1.005566,0.082403,1.220549,0.018912,0.193318,0.005312,0.048674,0.000864,0.014336,0.000352,0.001568,0.001056,0.000384,1.510733
0.163653,0.998206,0.079842,1.248005,0.018881,0.214694,0.005600,0.048930,0.000832,0.014432,0.000352,0.001664,0.000992,0.000608,1.561230
0.139972,1.009919,0.080322,1.237253,0.019745,0.193030,0.005344,0.048417,0.000832,0.014113,0.000352,0.001728,0.001024,0.000416,1.527566
0.152293,1.000030,0.083651,1.245254,0.020000,0.194054,0.005344,0.049122,0.000832,0.014304,0.000384,0.001536,0.001536,0.000608,1.538574
0.174053,1.007710,0.083522,1.272998,0.023681,0.193094,0.005312,0.049153,0.000832,0.013953,0.000320,0.001536,0.001216,0.000384,1.567951
0.154437,1.005022,0.086819,1.255526,0.019744,0.198758,0.005409,0.049729,0.000800,0.014081,0.000576,0.001536,0.001248,0.000384,1.554319
0.161061,1.019423,0.104099,1.293415,0.021249,0.194821,0.005344,0.049089,0.000832,0.014017,0.000384,0.001760,0.001408,0.000352,1.588720
0.148677,0.999742,0.083330,1.238821,0.017889,0.193926,0.005248,0.049121,0.000832,0.013985,0.000352,0.001728,0.001504,0.000352,1.529102
0.129220,1.015551,0.093122,1.247526,0.017760,0.194118,0.005344,0.048930,0.000832,0.013952,0.000608,0.001504,0.001024,0.000576,1.537966
0.130372,1.009982,0.085155,1.232677,0.019713,0.193669,0.005280,0.049442,0.000864,0.014208,0.000384,0.001505,0.001280,0.000448,1.524782
0.146564,1.021695,0.094947,1.273094,0.022433,0.193669,0.005313,0.048321,0.000832,0.014080,0.000352,0.001665,0.001216,0.000352,1.567567
0.153700,0.999454,0.085251,1.246341,0.017761,0.194181,0.005281,0.048929,0.000768,0.013984,0.000352,0.001953,0.001472,0.000384,1.536718
0.155140,0.999965,0.086466,1.248837,0.018945,0.193093,0.005344,0.049217,0.000832,0.015360,0.000640,0.001504,0.001376,0.000416,1.557742
0.153317,0.999614,0.085058,1.245541,0.017953,0.193702,0.005344,0.049153,0.000640,0.014241,0.000384,0.001984,0.001568,0.000352,1.535918
0.154597,1.000062,0.090563,1.252838,0.017920,0.193862,0.005088,0.048834,0.000832,0.014016,0.000352,0.001984,0.001184,0.000352,1.542734
0.169893,1.034591,0.085955,1.298567,0.019233,0.193125,0.005313,0.048161,0.000832,0.014081,0.000352,0.001728,0.001152,0.000416,1.588944
0.145124,1.000062,0.083010,1.235589,0.020000,0.193126,0.005216,0.048226,0.000768,0.014016,0.000352,0.001536,0.001280,0.000352,1.525709
0.151845,1.025119,0.123651,1.308935,0.018401,0.193126,0.005152,0.048897,0.000832,0.013953,0.000352,0.001504,0.001184,0.000352,1.598512
0.157893,1.004414,0.087939,1.259014,0.018752,0.193766,0.005312,0.048450,0.000800,0.014368,0.000320,0.001536,0.001312,0.000384,1.549614
0.155812,1.022943,0.116932,1.304199,0.018720,0.193254,0.005152,0.048674,0.000864,0.013984,0.000352,0.001440,0.001120,0.000320,1.594127
0.159109,1.001438,0.085027,1.254246,0.017856,0.193574,0.005248,0.048898,0.000800,0.014016,0.000352,0.001536,0.001504,0.000352,1.543822
0.140260,1.002590,0.111171,1.262918,0.022945,0.197670,0.005568,0.049153,0.000832,0.014017,0.000352,0.001440,0.001376,0.000352,1.562927
0.146149,1.001374,0.085250,1.240325,0.018561,0.194118,0.005248,0.049185,0.000832,0.013985,0.000320,0.001504,0.001344,0.000384,1.531598
0.147013,0.998782,0.084898,1.237925,0.023649,0.193734,0.005376,0.049345,0.000864,0.013921,0.000384,0.001664,0.022625,0.000704,1.556271
0.151940,1.001438,0.083203,1.243749,0.019232,0.193254,0.005280,0.049346,0.000768,0.013920,0.000320,0.001536,0.001152,0.000320,1.534477
0.146661,1.000862,0.084610,1.239461,0.021985,0.194278,0.005184,0.048354,0.000832,0.014048,0.000352,0.001408,0.001248,0.000352,1.532878
0.153029,1.024414,0.090243,1.276326,0.020993,0.192998,0.005312,0.048929,0.000800,0.013921,0.000352,0.001472,0.001120,0.000384,1.568655
0.152517,0.999262,0.083042,1.242053,0.024161,0.192710,0.005248,0.048481,0.000832,0.013921,0.000320,0.001696,0.001184,0.000416,1.536366
0.134500,1.021662,0.098530,1.262630,0.024000,0.193862,0.005088,0.048290,0.000832,0.014816,0.000352,0.001600,0.001696,0.000352,1.558830
0.178246,0.996126,0.091522,1.273894,0.022528,0.193158,0.005376,0.048226,0.000864,0.013696,0.000576,0.001632,0.001248,0.000352,1.567247
0.140260,1.018174,0.091203,1.258086,0.023201,0.192677,0.005472,0.049442,0.000832,0.014368,0.000352,0.001569,0.001056,0.000384,1.553263
0.152645,1.011582,0.089667,1.261126,0.019553,0.192774,0.005440,0.048865,0.000832,0.014145,0.000384,0.001760,0.001088,0.000384,1.551983
0.141060,0.997310,0.082082,1.227428,0.023137,0.210630,0.005537,0.048961,0.000864,0.013953,0.000352,0.001472,0.001120,0.000384,1.539662
0.152804,1.002526,0.086883,1.249030,0.023393,0.192965,0.005376,0.048386,0.000832,0.014304,0.000384,0.001825,0.001088,0.000384,1.543215
0.135716,1.009118,0.083171,1.235045,0.018945,0.193477,0.005313,0.048897,0.000832,0.013985,0.000352,0.001536,0.001152,0.000384,1.526574
0.144868,1.008830,0.085251,1.246085,0.017953,0.193477,0.005281,0.048673,0.000864,0.014016,0.000352,0.001601,0.001248,0.000352,1.534798
0.146340,0.999966,0.090723,1.244293,0.019840,0.193030,0.005312,0.048450,0.000832,0.014336,0.000320,0.001728,0.001248,0.000640,1.535469
0.146244,1.023359,0.088675,1.266790,0.023072,0.193638,0.005312,0.048482,0.000800,0.014272,0.000352,0.001728,0.001600,0.000352,1.562286
