Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],TEE[8-8],Layer[9],Layer[10],classifier
0.420272,0.017729,0.202920,0.004992,0.047042,0.000800,0.013665,0.000384,0.171751,0.001088,0.000576,0.889635
0.417008,0.017537,0.202408,0.004992,0.048226,0.000800,0.013697,0.000736,0.180167,0.001408,0.000384,0.895939
0.416433,0.017728,0.202664,0.004800,0.047202,0.000864,0.013793,0.000416,0.174823,0.001440,0.000384,0.888963
0.415856,0.017729,0.202824,0.004800,0.047458,0.000832,0.013600,0.000384,0.167495,0.001568,0.000384,0.880898
0.415761,0.017664,0.219849,0.005408,0.047458,0.000768,0.013633,0.000416,0.164582,0.001344,0.000384,0.895139
0.420240,0.018113,0.202408,0.004832,0.046978,0.000608,0.013728,0.000416,0.167591,0.001280,0.000416,0.884002
0.420048,0.017952,0.203592,0.004768,0.047074,0.000800,0.013409,0.000384,0.175079,0.001312,0.000352,0.893219
0.421424,0.017409,0.202664,0.004832,0.047010,0.000800,0.013665,0.000736,0.171111,0.001408,0.000384,0.888931
0.438353,0.017921,0.203784,0.004896,0.047010,0.000800,0.013665,0.000384,0.168102,0.001376,0.000416,0.906340
0.430641,0.017632,0.202984,0.004801,0.047105,0.000800,0.018784,0.000416,0.225193,0.001408,0.000352,0.957925
0.420144,0.017505,0.202184,0.005184,0.047458,0.000832,0.013729,0.000352,0.184423,0.001504,0.000416,0.902787
0.416176,0.017729,0.217768,0.005185,0.047874,0.000832,0.013792,0.000416,0.173607,0.001568,0.000416,0.905411
0.416017,0.017600,0.203368,0.005281,0.048673,0.000832,0.013568,0.000416,0.177191,0.001600,0.000832,0.894019
0.420849,0.017857,0.202887,0.004801,0.048002,0.000800,0.013888,0.000416,0.167175,0.001600,0.000608,0.887587
0.421425,0.017857,0.204136,0.004896,0.047906,0.000832,0.013824,0.000448,0.190792,0.001760,0.000704,0.913764
0.420849,0.017600,0.203048,0.005024,0.047841,0.000864,0.013633,0.000384,0.178151,0.001536,0.000640,0.898115
0.416369,0.017728,0.203336,0.005121,0.048481,0.000833,0.013824,0.000416,0.177991,0.001600,0.000416,0.895427
0.416848,0.017825,0.203144,0.005056,0.050018,0.000800,0.013505,0.000384,0.172903,0.001600,0.000608,0.891875
0.421456,0.017569,0.223625,0.005312,0.048066,0.000832,0.013697,0.000416,0.177063,0.001504,0.000384,0.919716
0.416433,0.017760,0.203784,0.005057,0.048353,0.000865,0.013696,0.000416,0.175079,0.001536,0.000384,0.892227
0.420849,0.017569,0.202920,0.005056,0.047970,0.000864,0.013824,0.000640,0.172583,0.001760,0.000384,0.893539
0.416368,0.017921,0.203112,0.005088,0.049922,0.000864,0.014465,0.000384,0.184903,0.001632,0.000416,0.903747
0.416145,0.017664,0.203944,0.004833,0.049314,0.000832,0.013760,0.000416,0.175623,0.001568,0.000672,0.893795
0.419857,0.017664,0.203176,0.005057,0.048738,0.000800,0.014368,0.000352,0.180839,0.001504,0.000608,0.901955
0.420177,0.017665,0.203976,0.004992,0.048130,0.000832,0.013824,0.000384,0.177479,0.001536,0.000352,0.897699
0.437937,0.017824,0.203656,0.005280,0.048674,0.000768,0.013953,0.000640,0.179527,0.001536,0.000352,0.919044
0.420177,0.018304,0.203080,0.005025,0.048418,0.000832,0.014016,0.000384,0.183463,0.001505,0.000384,0.905156
0.420944,0.017857,0.202472,0.005152,0.047906,0.000864,0.013760,0.000416,0.169478,0.001504,0.000416,0.889090
0.415793,0.017600,0.202824,0.005121,0.048065,0.000864,0.013889,0.000640,0.195080,0.001760,0.000448,0.912004
0.421265,0.017633,0.203592,0.005056,0.048674,0.000864,0.013856,0.000385,0.172742,0.001440,0.000384,0.894371
0.416336,0.017537,0.202728,0.005056,0.048610,0.000832,0.013921,0.000416,0.180039,0.001600,0.000384,0.899363
0.416048,0.017985,0.203080,0.004832,0.047970,0.000832,0.013984,0.000416,0.170503,0.001728,0.000352,0.887106
0.435761,0.017793,0.202952,0.004992,0.048354,0.000864,0.013920,0.000384,0.176999,0.001568,0.000352,0.915043
0.416049,0.017856,0.203144,0.005057,0.048097,0.001089,0.013856,0.000416,0.169831,0.001440,0.000384,0.885315
0.416753,0.017792,0.202760,0.005313,0.048418,0.000800,0.013856,0.000416,0.169959,0.001632,0.000384,0.887235
0.421904,0.017633,0.203336,0.004992,0.048610,0.000800,0.013729,0.000384,0.208840,0.001632,0.000640,0.932100
0.420688,0.017601,0.204488,0.005088,0.048066,0.000768,0.013697,0.000384,0.177223,0.001408,0.000576,0.899267
0.419920,0.017792,0.202376,0.004992,0.047906,0.000832,0.013665,0.000416,0.174087,0.001600,0.000576,0.892355
0.420432,0.018016,0.203208,0.005184,0.048194,0.000832,0.013889,0.000384,0.175047,0.001472,0.000384,0.895811
0.437105,0.017665,0.203240,0.005120,0.048130,0.000800,0.013761,0.000416,0.174535,0.001504,0.000384,0.911684
0.415952,0.017633,0.202824,0.005280,0.048514,0.000800,0.014144,0.000416,0.172614,0.001536,0.000384,0.888962
0.416048,0.017921,0.203368,0.005024,0.047938,0.000800,0.013824,0.000416,0.164295,0.001536,0.000320,0.880898
0.420528,0.017601,0.202792,0.005088,0.069315,0.000800,0.013825,0.000416,0.173574,0.001408,0.000384,0.914148
0.415984,0.017537,0.202344,0.004864,0.048418,0.000768,0.013632,0.000416,0.172487,0.001376,0.000384,0.885890
0.416401,0.017664,0.203528,0.004801,0.047234,0.000576,0.013664,0.000416,0.171655,0.001184,0.000352,0.885955
0.420369,0.017376,0.202664,0.004865,0.047489,0.000608,0.013921,0.000608,0.170855,0.001184,0.000384,0.888099
0.435249,0.017697,0.202344,0.004832,0.047298,0.000832,0.013665,0.000384,0.180007,0.001120,0.000320,0.913412
0.415600,0.017633,0.203336,0.004864,0.047170,0.000576,0.013665,0.000384,0.170150,0.001152,0.000352,0.882883
0.416465,0.017761,0.203303,0.004993,0.047330,0.000832,0.013824,0.000384,0.182119,0.001376,0.000384,0.897988
0.419857,0.017632,0.202408,0.005024,0.047138,0.000864,0.013857,0.000384,0.209160,0.001376,0.000384,0.928196
0.415728,0.018209,0.202984,0.005408,0.047202,0.000800,0.013697,0.000384,0.164806,0.001152,0.000352,0.878498
0.416944,0.017793,0.202824,0.005248,0.047938,0.000832,0.013825,0.000384,0.172614,0.001376,0.000384,0.889987
0.416656,0.017601,0.203592,0.005088,0.047010,0.000800,0.013601,0.000416,0.162406,0.001440,0.000384,0.876162
0.441906,0.017472,0.203239,0.004769,0.047106,0.000736,0.013664,0.000384,0.159526,0.001152,0.000384,0.897892
0.416593,0.017345,0.204200,0.004800,0.047042,0.000768,0.013600,0.000416,0.163591,0.001216,0.000384,0.878115
0.415504,0.017537,0.202728,0.004800,0.047074,0.000768,0.013568,0.000416,0.160071,0.001216,0.000352,0.871330
0.418929,0.017856,0.203816,0.005057,0.048418,0.000864,0.014208,0.000448,0.245034,0.002400,0.000832,0.971910
0.417296,0.017633,0.203432,0.005280,0.048802,0.000832,0.013825,0.000384,0.168327,0.001536,0.000352,0.885763
0.421809,0.017600,0.202792,0.005025,0.048705,0.000833,0.014720,0.000384,0.166279,0.001472,0.000352,0.888547
0.417008,0.017729,0.202568,0.004832,0.049634,0.000800,0.014209,0.000608,0.169383,0.001408,0.000352,0.885795
0.440817,0.017473,0.203304,0.004800,0.048642,0.000768,0.013921,0.000672,0.190279,0.001440,0.000352,0.930789
0.417456,0.017665,0.203432,0.004928,0.049346,0.000800,0.014145,0.000384,0.181991,0.001408,0.000416,0.901763
0.416464,0.017729,0.203496,0.004832,0.048034,0.000800,0.013888,0.000416,0.171687,0.001472,0.000384,0.887362
0.417968,0.017633,0.203688,0.005088,0.048770,0.000832,0.013664,0.000384,0.212137,0.001824,0.000576,0.932516
0.420880,0.017761,0.203432,0.005088,0.047618,0.000800,0.013825,0.000608,0.170918,0.001472,0.000352,0.890851
0.415697,0.017504,0.203016,0.005473,0.047906,0.000832,0.013472,0.000384,0.198568,0.001184,0.000352,0.911908
0.420144,0.017569,0.203304,0.004992,0.047554,0.000576,0.013697,0.000384,0.175719,0.001472,0.000320,0.892835
0.431633,0.017632,0.204168,0.004897,0.047618,0.000800,0.013664,0.000416,0.209320,0.001249,0.000352,0.939333
0.420401,0.017824,0.202376,0.004769,0.047137,0.000800,0.013633,0.000416,0.178183,0.001248,0.000352,0.895171
0.420336,0.017569,0.202760,0.004832,0.047042,0.000576,0.013697,0.000384,0.152614,0.001152,0.000384,0.868674
0.415888,0.017441,0.203368,0.004960,0.047042,0.000608,0.013568,0.000416,0.195080,0.001216,0.000384,0.907076
0.417072,0.017601,0.202920,0.004832,0.047906,0.000800,0.013729,0.000608,0.174022,0.001569,0.000352,0.889667
0.416336,0.017376,0.202728,0.004896,0.046946,0.000608,0.013729,0.000416,0.173223,0.001056,0.000384,0.885059
0.415696,0.017409,0.202376,0.005184,0.047074,0.000768,0.013664,0.000384,0.171751,0.001312,0.000352,0.883330
0.434641,0.017249,0.202824,0.004800,0.046978,0.000608,0.013697,0.000384,0.172326,0.001089,0.000352,0.903012
0.419793,0.017184,0.202472,0.005313,0.047585,0.000608,0.013601,0.000640,0.166791,0.001184,0.000320,0.882819
0.422065,0.017601,0.203304,0.004992,0.047266,0.000608,0.013600,0.000416,0.191464,0.001312,0.000448,0.912804
0.416752,0.017761,0.203144,0.004800,0.047650,0.000576,0.013569,0.000416,0.194375,0.001376,0.000416,0.910339
0.416048,0.017760,0.204040,0.005056,0.047362,0.000768,0.013377,0.000448,0.170855,0.001184,0.000576,0.885571
0.416465,0.017600,0.203048,0.004833,0.047553,0.000832,0.013537,0.000384,0.169991,0.001344,0.000640,0.885091
