Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],TEE[5-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420177,0.017857,0.201992,0.005344,0.047074,0.186855,0.014497,0.000736,0.001536,0.001056,0.000352,0.906212
0.420880,0.017537,0.201768,0.005312,0.047618,0.178247,0.014432,0.000705,0.001536,0.001152,0.000576,0.898147
0.416176,0.017920,0.202312,0.005248,0.047010,0.174439,0.014529,0.000736,0.001472,0.001184,0.000288,0.889347
0.417040,0.017537,0.202216,0.005312,0.047682,0.169607,0.014784,0.000704,0.001408,0.001152,0.000608,0.887011
0.436337,0.017697,0.202728,0.005280,0.047298,0.177735,0.014336,0.000704,0.001408,0.001184,0.000352,0.913476
0.419920,0.017601,0.202440,0.005280,0.047010,0.174439,0.014400,0.000737,0.001504,0.000992,0.000384,0.893027
0.415825,0.017697,0.202087,0.005313,0.047010,0.179207,0.014464,0.000672,0.001472,0.001088,0.000352,0.892995
0.420112,0.017473,0.201896,0.005312,0.065251,0.169126,0.014433,0.000736,0.001440,0.001120,0.000576,0.906051
0.415408,0.017313,0.202792,0.005248,0.047010,0.173767,0.014433,0.000736,0.001376,0.001056,0.000608,0.887875
0.420272,0.017761,0.202344,0.005248,0.047010,0.172135,0.014336,0.000768,0.001377,0.001088,0.000416,0.890563
0.419921,0.017472,0.202152,0.005281,0.047041,0.167751,0.014337,0.000704,0.001504,0.001088,0.000384,0.885571
0.441553,0.017601,0.201960,0.005312,0.047778,0.168807,0.014624,0.000768,0.001537,0.001120,0.000384,0.909892
0.419984,0.017761,0.202920,0.005312,0.047298,0.170759,0.014240,0.000736,0.001472,0.001057,0.000352,0.890467
0.416240,0.017793,0.202056,0.005280,0.047394,0.167334,0.014433,0.000864,0.001440,0.001216,0.000384,0.882754
0.420272,0.017793,0.202056,0.005216,0.070819,0.186343,0.014689,0.000768,0.001472,0.001152,0.000352,0.929316
0.419920,0.017889,0.202632,0.005344,0.048162,0.176839,0.014657,0.000768,0.001504,0.001024,0.000384,0.896707
0.416689,0.017761,0.202632,0.005248,0.048354,0.172614,0.014560,0.000704,0.001440,0.001280,0.000608,0.890627
0.416112,0.017952,0.202504,0.005280,0.048354,0.167559,0.015137,0.000800,0.001472,0.000800,0.000608,0.884067
0.439569,0.017536,0.203240,0.005280,0.048354,0.167271,0.014849,0.000768,0.001632,0.000992,0.000608,0.907908
0.415760,0.017569,0.202568,0.004864,0.049346,0.171143,0.014336,0.000704,0.001504,0.000992,0.000352,0.886242
0.415824,0.017985,0.203336,0.005248,0.047970,0.168455,0.014080,0.000704,0.001344,0.000929,0.000352,0.882979
0.420368,0.017760,0.201992,0.005312,0.065475,0.171463,0.017728,0.000768,0.001569,0.000928,0.000384,0.912612
0.415952,0.017505,0.203016,0.005248,0.047554,0.196936,0.014368,0.000736,0.001344,0.000960,0.000352,0.911876
0.422257,0.017600,0.203880,0.005313,0.047938,0.168614,0.014433,0.000704,0.001472,0.001248,0.000384,0.892771
0.420432,0.017377,0.203912,0.004896,0.047298,0.166599,0.014112,0.000704,0.001504,0.000864,0.000288,0.885730
0.436593,0.017569,0.203976,0.004896,0.046946,0.171303,0.014048,0.000768,0.001440,0.001088,0.000352,0.906755
0.415248,0.017537,0.203432,0.005248,0.046882,0.164742,0.014017,0.000672,0.001472,0.000928,0.000384,0.878434
0.415312,0.017249,0.203528,0.004832,0.046946,0.166278,0.014017,0.000704,0.001440,0.001024,0.000320,0.879363
0.415280,0.017473,0.203016,0.005280,0.047010,0.192903,0.014113,0.000704,0.001408,0.000960,0.000352,0.907779
0.415088,0.018241,0.202760,0.005248,0.046882,0.165670,0.014209,0.000704,0.001472,0.000928,0.000352,0.879330
0.417521,0.017728,0.205704,0.005089,0.047106,0.205640,0.014144,0.000672,0.001472,0.000960,0.000320,0.925284
0.419921,0.017729,0.202663,0.005248,0.047842,0.166054,0.016289,0.000736,0.001536,0.001024,0.000608,0.888675
0.436113,0.017312,0.203752,0.005249,0.047330,0.165350,0.014337,0.000736,0.001440,0.000992,0.000640,0.901219
0.416048,0.017760,0.202728,0.004864,0.047010,0.163239,0.014304,0.000704,0.001408,0.000992,0.000576,0.878019
0.416113,0.017760,0.203592,0.005249,0.046977,0.161095,0.014048,0.000704,0.001441,0.000992,0.000352,0.876323
0.420465,0.017632,0.203528,0.005313,0.046913,0.206185,0.014272,0.000704,0.001504,0.001152,0.000608,0.926980
0.415632,0.017921,0.203592,0.005216,0.047042,0.168838,0.014177,0.000768,0.001568,0.000992,0.000384,0.883906
0.416208,0.017505,0.202088,0.005248,0.047362,0.167879,0.014048,0.000928,0.001440,0.000960,0.000352,0.881475
0.414832,0.017409,0.202536,0.005280,0.046946,0.170215,0.014016,0.000704,0.001505,0.000928,0.000320,0.881667
0.434001,0.017665,0.202408,0.005248,0.047106,0.175623,0.013888,0.000704,0.001440,0.000928,0.000384,0.906595
0.414928,0.017505,0.202759,0.005216,0.046818,0.169862,0.013889,0.000672,0.001472,0.000928,0.000384,0.881986
0.420049,0.017633,0.203272,0.005248,0.047266,0.172102,0.014016,0.000800,0.001376,0.000992,0.000352,0.890851
0.415664,0.017441,0.203016,0.005248,0.047010,0.173479,0.013952,0.000960,0.001472,0.000961,0.000352,0.887267
0.420145,0.017440,0.202152,0.005281,0.047553,0.166791,0.014273,0.000736,0.001408,0.000960,0.000352,0.885123
0.421521,0.017857,0.203752,0.005280,0.047042,0.168422,0.014369,0.000736,0.001408,0.000992,0.000352,0.890211
0.415952,0.017569,0.203048,0.005216,0.046914,0.165638,0.014017,0.000704,0.001440,0.000928,0.000352,0.879714
0.439410,0.017632,0.203304,0.005313,0.047234,0.167302,0.014113,0.000736,0.001504,0.000928,0.000640,0.905508
0.416016,0.017729,0.203720,0.005312,0.047266,0.170311,0.014177,0.000704,0.001440,0.000896,0.000320,0.885827
0.415632,0.017793,0.203080,0.005472,0.046850,0.174087,0.014401,0.000736,0.001440,0.000992,0.000320,0.888451
0.420080,0.017921,0.203016,0.005248,0.047042,0.172999,0.014081,0.000992,0.001472,0.000928,0.000352,0.891747
0.415184,0.017633,0.203304,0.005280,0.047266,0.170854,0.014177,0.000576,0.001536,0.000896,0.000320,0.884898
0.420144,0.017536,0.203208,0.005280,0.046914,0.180615,0.014049,0.000736,0.001504,0.000896,0.000352,0.898819
0.415728,0.017953,0.203272,0.005248,0.047106,0.169095,0.014016,0.000736,0.001504,0.000960,0.000320,0.883618
0.420625,0.017409,0.221384,0.005376,0.047201,0.170823,0.013985,0.000736,0.001536,0.000992,0.000352,0.908804
0.415472,0.017537,0.202984,0.004896,0.047010,0.166567,0.014048,0.000768,0.001504,0.000928,0.000384,0.878882
0.415728,0.017441,0.203112,0.005280,0.047682,0.162950,0.014145,0.000672,0.001504,0.000864,0.000352,0.876834
0.416817,0.017472,0.203271,0.005281,0.046882,0.171046,0.013921,0.000672,0.001440,0.000896,0.000384,0.885251
0.432849,0.017377,0.203464,0.005216,0.046786,0.169574,0.014273,0.000960,0.001408,0.000896,0.000320,0.900675
0.420880,0.017633,0.204968,0.005184,0.047074,0.168103,0.014080,0.000736,0.001504,0.001184,0.000352,0.891427
0.415504,0.017537,0.204232,0.005280,0.046946,0.172679,0.014689,0.000704,0.001440,0.000928,0.000288,0.888195
0.417105,0.017729,0.218088,0.005472,0.047170,0.165863,0.014336,0.000704,0.001537,0.001024,0.000384,0.898180
0.415440,0.017761,0.204168,0.005248,0.047138,0.163623,0.014176,0.000704,0.001472,0.000960,0.000320,0.877634
0.415408,0.017441,0.203688,0.005312,0.047138,0.174791,0.014049,0.000736,0.001440,0.000928,0.000384,0.889891
0.419984,0.017505,0.202664,0.005280,0.047522,0.164102,0.014432,0.000704,0.001536,0.000992,0.000384,0.883138
0.456082,0.018049,0.202184,0.005120,0.047554,0.171367,0.014368,0.000737,0.001440,0.001024,0.000320,0.927045
0.418033,0.017857,0.202728,0.005280,0.048066,0.178023,0.014208,0.000672,0.001568,0.001121,0.000320,0.896964
0.415312,0.017697,0.202632,0.005216,0.049218,0.177383,0.014401,0.000736,0.001696,0.001216,0.000352,0.894051
0.420912,0.017633,0.222729,0.005376,0.048642,0.166055,0.014688,0.000704,0.001472,0.001120,0.000320,0.908099
0.420433,0.017696,0.202440,0.004833,0.047649,0.181128,0.014144,0.000800,0.001408,0.001088,0.000352,0.900291
0.420400,0.017761,0.202440,0.004832,0.048002,0.170855,0.014080,0.000736,0.001600,0.001056,0.000384,0.890434
0.420337,0.017601,0.202728,0.005344,0.048034,0.174567,0.014240,0.000704,0.001472,0.001152,0.000576,0.895555
0.435729,0.017601,0.204264,0.005248,0.048066,0.169127,0.014528,0.000736,0.001696,0.001184,0.000352,0.907204
0.416433,0.017569,0.202792,0.005280,0.048802,0.183463,0.014241,0.000704,0.001472,0.001184,0.000608,0.901924
0.420497,0.017729,0.202631,0.005377,0.048098,0.174694,0.014561,0.000736,0.001504,0.001120,0.000576,0.895747
0.418192,0.017665,0.235945,0.005472,0.048162,0.172583,0.014465,0.000800,0.001504,0.001152,0.000384,0.925476
0.420048,0.017728,0.202888,0.005280,0.048770,0.153894,0.014433,0.000704,0.001472,0.001088,0.000640,0.875714
0.417137,0.017633,0.203272,0.005248,0.047714,0.165798,0.014529,0.000704,0.001408,0.001088,0.000608,0.883779
