Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],IN[5],INFER[5-8],OUT[8],TEE[5-8],Layer[9],Layer[10],classifier
0.395627,0.017505,0.192166,0.004864,0.047233,0.106883,0.051202,0.059650,0.221383,0.001472,0.000448,0.886746
0.395403,0.017409,0.191846,0.004864,0.047201,0.112515,0.050817,0.062658,0.229255,0.001376,0.000384,0.893498
0.394155,0.017537,0.191782,0.004832,0.047041,0.101251,0.051426,0.059810,0.215783,0.001376,0.000352,0.878778
0.394796,0.017504,0.192166,0.004768,0.047329,0.104772,0.061953,0.063906,0.233863,0.001344,0.000320,0.898427
0.393996,0.017345,0.192357,0.004865,0.046977,0.106915,0.061442,0.064898,0.236487,0.001312,0.000352,0.899611
0.393964,0.017408,0.191206,0.004864,0.046881,0.102147,0.050466,0.059746,0.215783,0.001280,0.000320,0.877274
0.394636,0.017633,0.207110,0.005152,0.047329,0.113988,0.050081,0.061218,0.228743,0.001792,0.000352,0.909691
0.395532,0.017472,0.191718,0.004832,0.047490,0.107331,0.051745,0.059298,0.221990,0.001472,0.000416,0.887034
0.395052,0.017537,0.191493,0.005088,0.046978,0.094275,0.048449,0.056674,0.202630,0.001472,0.000352,0.866522
0.397132,0.017569,0.192229,0.004896,0.047746,0.107555,0.051426,0.062657,0.225318,0.001761,0.000288,0.893595
0.411500,0.017376,0.191558,0.005024,0.047810,0.109571,0.053537,0.058754,0.225286,0.001472,0.000416,0.907194
0.395692,0.017633,0.192197,0.004896,0.049154,0.107811,0.049218,0.060833,0.221382,0.001408,0.000448,0.888762
0.395916,0.017505,0.191781,0.005152,0.047874,0.104163,0.053890,0.060897,0.222438,0.001440,0.000352,0.888795
0.394315,0.017505,0.192198,0.004928,0.063810,0.103267,0.051009,0.062946,0.220582,0.001760,0.000384,0.901914
0.394444,0.017408,0.191749,0.004864,0.047394,0.097571,0.064610,0.062753,0.228550,0.001536,0.000416,0.892187
0.395019,0.017633,0.192421,0.004864,0.047457,0.102179,0.048802,0.060353,0.214822,0.001696,0.000577,0.881018
0.395052,0.017345,0.192133,0.004896,0.047650,0.099555,0.049665,0.057186,0.210150,0.001248,0.000448,0.875002
0.412140,0.017825,0.192102,0.004896,0.047041,0.106627,0.066306,0.059490,0.235975,0.001760,0.000544,0.918427
0.394412,0.017600,0.191654,0.004832,0.047234,0.098915,0.049217,0.056194,0.207942,0.001408,0.000352,0.871482
0.397292,0.017824,0.193446,0.004832,0.047554,0.109091,0.052354,0.061249,0.226310,0.001825,0.000416,0.896187
0.396235,0.017761,0.192070,0.004896,0.047233,0.125092,0.051137,0.058146,0.238567,0.001504,0.000416,0.905690
0.395436,0.017601,0.191941,0.004768,0.047426,0.107523,0.056866,0.063010,0.230983,0.001472,0.000608,0.896283
0.394507,0.017857,0.191846,0.004864,0.047233,0.099587,0.050306,0.056833,0.210214,0.001760,0.000480,0.875194
0.395627,0.017825,0.191621,0.004897,0.047489,0.105827,0.051938,0.058914,0.219879,0.001408,0.000352,0.885018
0.413740,0.017633,0.191365,0.004864,0.047458,0.139524,0.058018,0.084354,0.285352,0.001440,0.000416,0.968988
0.396428,0.017473,0.191813,0.004832,0.047554,0.112707,0.062786,0.059874,0.239015,0.001760,0.000384,0.905691
0.394764,0.017408,0.191590,0.004800,0.047138,0.107811,0.061698,0.060417,0.233606,0.001601,0.000384,0.897307
0.394859,0.017281,0.192037,0.004929,0.047137,0.125444,0.060610,0.064097,0.253608,0.001408,0.000416,0.917627
0.394444,0.017313,0.192229,0.004865,0.047105,0.102851,0.051426,0.059105,0.216966,0.001248,0.000384,0.880282
0.396300,0.017505,0.194661,0.004865,0.047425,0.110211,0.050626,0.059970,0.224167,0.001824,0.000608,0.893627
0.395180,0.017568,0.193350,0.004832,0.047873,0.130691,0.055938,0.060034,0.250216,0.001504,0.000320,0.916507
0.422285,0.018048,0.191910,0.004800,0.047970,0.106947,0.051297,0.060866,0.222566,0.001536,0.000352,0.915739
0.396364,0.017761,0.192197,0.004897,0.047873,0.106275,0.053666,0.059426,0.223175,0.001280,0.000288,0.889755
0.394763,0.017569,0.192166,0.004864,0.047393,0.110179,0.060545,0.064130,0.238407,0.001312,0.000448,0.903098
0.395756,0.017601,0.191749,0.004929,0.049985,0.119812,0.063234,0.062529,0.249639,0.001377,0.000544,0.918236
0.395404,0.017313,0.191909,0.004897,0.048545,0.113155,0.052386,0.061954,0.230951,0.001760,0.000512,0.896987
0.396076,0.017472,0.191718,0.005152,0.049570,0.104003,0.053889,0.060290,0.221606,0.001536,0.000288,0.889594
0.395628,0.017344,0.191366,0.004800,0.048386,0.102883,0.049665,0.059138,0.215142,0.001472,0.000384,0.880410
