IN[0],INFER[0-2],OUT[2],TEE[0-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.149765,1.496460,0.068546,1.721684,0.005504,0.049153,0.000896,0.013569,0.000384,0.001472,0.001248,0.000384,1.798742
0.149221,1.514765,0.086115,1.756693,0.010528,0.048545,0.000832,0.013537,0.000352,0.001536,0.001152,0.000352,1.837719
0.145348,1.493677,0.067394,1.714035,0.005632,0.049218,0.000864,0.013600,0.000416,0.001472,0.001024,0.000416,1.790997
0.153092,1.514157,0.076643,1.751412,0.008736,0.048994,0.000832,0.013760,0.000352,0.001504,0.001184,0.000320,1.832182
0.152933,1.494700,0.067074,1.720339,0.005601,0.048577,0.000864,0.013536,0.000352,0.001441,0.001152,0.000352,1.796726
0.171205,1.506157,0.067682,1.752180,0.005504,0.048866,0.000864,0.013792,0.000384,0.001504,0.001120,0.000384,1.829142
0.150469,1.495660,0.074211,1.727476,0.007392,0.049025,0.000864,0.013921,0.000384,0.001472,0.001120,0.000352,1.806390
0.151748,1.496621,0.069026,1.723796,0.007936,0.049154,0.000864,0.013792,0.000384,0.001600,0.001088,0.000352,1.803382
0.148644,1.492653,0.067170,1.715347,0.005440,0.048833,0.000800,0.013857,0.000416,0.001472,0.001248,0.000384,1.792149
0.152709,1.493901,0.070050,1.722708,0.014304,0.048866,0.001120,0.013696,0.000384,0.001408,0.001184,0.000352,1.808502
0.151525,1.495116,0.090563,1.743636,0.007840,0.048706,0.000864,0.013920,0.000384,0.001504,0.001216,0.000385,1.823255
0.149093,1.496140,0.067586,1.719603,0.005473,0.051521,0.000800,0.013953,0.000416,0.001472,0.001312,0.000384,1.799414
0.156932,1.514286,0.079874,1.758932,0.005568,0.049730,0.000800,0.013856,0.000416,0.001504,0.001152,0.000480,1.836758
0.180614,1.500333,0.070754,1.760501,0.006112,0.050369,0.001057,0.014240,0.000352,0.001536,0.001792,0.000672,1.841815
0.157893,1.513069,0.093187,1.771509,0.008481,0.050337,0.000832,0.014016,0.000384,0.001568,0.001824,0.000512,1.854104
0.160901,1.496813,0.070306,1.735796,0.005696,0.049506,0.000864,0.014432,0.000384,0.001568,0.001376,0.000672,1.814998
0.153956,1.510413,0.073539,1.744948,0.012672,0.049858,0.000832,0.014336,0.000384,0.001504,0.001312,0.000608,1.830966
0.146661,1.493804,0.073347,1.720532,0.007136,0.049761,0.000832,0.013857,0.000352,0.001472,0.001184,0.000352,1.799830
0.155237,1.514669,0.086019,1.762741,0.014144,0.049890,0.000832,0.014464,0.000384,0.001504,0.001344,0.000320,1.849943
0.149317,1.497677,0.069090,1.722996,0.005632,0.049921,0.000800,0.014113,0.000608,0.001536,0.001376,0.000352,1.801878
0.151685,1.513357,0.079107,1.750741,0.009632,0.049121,0.000832,0.014433,0.000640,0.001568,0.001568,0.000480,1.833559
0.152165,1.494029,0.068162,1.720404,0.005536,0.049985,0.000832,0.014465,0.000576,0.001600,0.001568,0.000352,1.799702
0.152389,1.512525,0.092547,1.764597,0.005824,0.049314,0.000832,0.013984,0.000352,0.001664,0.001248,0.000448,1.842647
0.152645,1.495852,0.068002,1.723412,0.005696,0.048481,0.000832,0.014177,0.000384,0.001472,0.001216,0.000448,1.800662
0.133828,1.512141,0.083875,1.736756,0.010240,0.048610,0.000832,0.013664,0.000384,0.001408,0.001184,0.000384,1.818326
0.154533,1.492781,0.069218,1.723316,0.005728,0.049121,0.000864,0.013601,0.000352,0.001504,0.001216,0.000416,1.800758
0.149925,1.513357,0.087619,1.757749,0.006656,0.048993,0.000896,0.014177,0.000416,0.001536,0.001280,0.000352,1.836951
0.151717,1.495021,0.067746,1.721556,0.010048,0.049410,0.001120,0.013888,0.000384,0.001536,0.001312,0.000352,1.804502
0.171333,1.517965,0.071362,1.768116,0.005697,0.049665,0.000832,0.014305,0.000416,0.001504,0.001184,0.000384,1.846679
0.150084,1.493549,0.072514,1.722259,0.008417,0.049057,0.000864,0.014080,0.000416,0.001441,0.001184,0.000384,1.803030
0.150852,1.496685,0.069730,1.723731,0.010112,0.050178,0.000800,0.013888,0.000384,0.001472,0.001249,0.000384,1.806550
0.145029,1.495340,0.068898,1.714291,0.013633,0.049089,0.000800,0.013601,0.000384,0.001472,0.001024,0.000352,1.799158
0.128196,1.515853,0.069346,1.718707,0.010144,0.048674,0.000864,0.013568,0.000352,0.001408,0.001152,0.000320,1.799445
0.139620,1.493709,0.068802,1.709299,0.005472,0.070946,0.001376,0.014785,0.000416,0.001472,0.001152,0.000416,1.811478
0.129892,1.493292,0.066466,1.696402,0.005408,0.048386,0.000768,0.013568,0.000384,0.001664,0.001440,0.000384,1.772500
0.153508,1.493036,0.089123,1.742388,0.014176,0.049154,0.000832,0.013568,0.000416,0.001472,0.001056,0.000384,1.827894
0.141092,1.493485,0.070338,1.711155,0.013216,0.048706,0.000800,0.013568,0.000320,0.001408,0.001280,0.000288,1.795349
0.141092,1.518350,0.076994,1.743764,0.006528,0.048258,0.000832,0.013568,0.000384,0.001472,0.001152,0.000352,1.821302
0.151813,1.494445,0.068354,1.721588,0.005472,0.048865,0.001056,0.013537,0.000384,0.001472,0.001152,0.000416,1.798198
0.141828,1.512365,0.075811,1.737780,0.012000,0.049505,0.000608,0.013536,0.000384,0.001440,0.001216,0.000352,1.821878
0.147556,1.492941,0.067650,1.714611,0.010080,0.049346,0.000832,0.013632,0.000416,0.001440,0.001088,0.000352,1.795957
0.148932,1.512685,0.070018,1.738163,0.009312,0.048449,0.000864,0.013665,0.000384,0.001440,0.001184,0.000384,1.818134
0.133220,1.492365,0.067010,1.698323,0.005504,0.050594,0.000832,0.013824,0.000352,0.001408,0.001024,0.000416,1.776725
0.147524,1.511565,0.080739,1.747764,0.008544,0.048258,0.000832,0.013568,0.000352,0.001440,0.001152,0.000352,1.827254
0.131652,1.492973,0.078178,1.708627,0.005537,0.048737,0.000672,0.013568,0.000384,0.001472,0.001088,0.000512,1.784630
0.151301,1.525901,0.091651,1.775605,0.005440,0.048418,0.000896,0.014144,0.000384,0.001472,0.001440,0.000385,1.852344
0.144100,1.500909,0.069826,1.720019,0.012544,0.048482,0.000864,0.013568,0.000352,0.001472,0.001152,0.000352,1.803094
0.153828,1.512333,0.080963,1.754356,0.012832,0.050050,0.000896,0.013568,0.000416,0.001376,0.001536,0.000448,1.840822
0.149988,1.499853,0.067746,1.724179,0.005440,0.048706,0.000832,0.013568,0.000352,0.001504,0.001216,0.000416,1.800757
0.151301,1.510093,0.078818,1.747092,0.011072,0.048833,0.000800,0.013536,0.000352,0.001473,0.001184,0.000288,1.829847
0.151685,1.492396,0.069218,1.720116,0.009280,0.049473,0.000800,0.013569,0.000384,0.001440,0.001088,0.000320,1.800726
0.152645,1.511565,0.076130,1.746772,0.009921,0.048769,0.000832,0.013537,0.000352,0.001440,0.001184,0.000352,1.827479
0.149893,1.493484,0.067971,1.718388,0.005536,0.049569,0.000896,0.013633,0.000384,0.001440,0.001216,0.000352,1.795734
0.152517,1.512621,0.087106,1.758836,0.009313,0.049505,0.000896,0.013793,0.000384,0.001440,0.001312,0.000384,1.840471
0.140228,1.495021,0.068802,1.711923,0.005664,0.049218,0.000832,0.014080,0.000384,0.001472,0.001184,0.000416,1.789877
0.152709,1.510253,0.080866,1.751380,0.007297,0.048641,0.000832,0.013825,0.000384,0.001472,0.001216,0.000416,1.830423
0.150917,1.494860,0.068418,1.720884,0.005472,0.049697,0.000864,0.013601,0.000352,0.001504,0.001248,0.000416,1.798486
0.171109,1.524205,0.076610,1.781973,0.012832,0.050402,0.001024,0.014400,0.000384,0.001696,0.002240,0.000576,1.870263
0.154052,1.494668,0.076482,1.732211,0.005792,0.049025,0.000832,0.014081,0.000384,0.001504,0.001184,0.000448,1.809942
0.165093,1.493453,0.075394,1.740180,0.007361,0.049089,0.000640,0.013696,0.000384,0.001472,0.001216,0.000352,1.819063
0.168645,1.498317,0.070978,1.746036,0.005632,0.049666,0.000768,0.014272,0.000352,0.001568,0.001952,0.000384,1.825974
0.179238,1.495564,0.068290,1.748948,0.005505,0.049857,0.000864,0.014049,0.000352,0.001408,0.001568,0.000352,1.827767
0.147332,1.496461,0.069954,1.719347,0.013504,0.049538,0.000832,0.014048,0.000448,0.002144,0.001664,0.000480,1.826070
0.151364,1.493773,0.075266,1.726867,0.005504,0.048674,0.000576,0.014240,0.000608,0.001440,0.001216,0.000384,1.804117
0.136900,1.493549,0.100387,1.737940,0.009696,0.048961,0.000864,0.014624,0.000352,0.001472,0.001376,0.000448,1.820022
0.133124,1.494348,0.067458,1.701714,0.005664,0.048898,0.000896,0.014048,0.000384,0.001504,0.001248,0.000352,1.778997
0.134436,1.512077,0.074402,1.726963,0.011617,0.048737,0.000608,0.013537,0.000352,0.001440,0.001120,0.000416,1.809398
0.142341,1.492556,0.069794,1.710995,0.010049,0.051105,0.000832,0.013601,0.000416,0.001472,0.001088,0.000416,1.794422
0.148580,1.510253,0.102787,1.768884,0.007776,0.049697,0.000832,0.013633,0.000352,0.001536,0.001120,0.000448,1.849239
0.135364,1.497036,0.067074,1.706610,0.005601,0.048833,0.000864,0.013792,0.000384,0.001440,0.001024,0.000384,1.783350
0.147300,1.507597,0.077475,1.739604,0.005568,0.049473,0.000865,0.013984,0.000384,0.001472,0.001248,0.000384,1.818102
0.147717,1.492940,0.070946,1.717843,0.005568,0.048225,0.000864,0.013856,0.000352,0.001504,0.001217,0.000416,1.794166
0.148900,1.507788,0.097762,1.760405,0.015232,0.048769,0.000800,0.014209,0.000416,0.001472,0.001056,0.000384,1.847159
0.149348,1.495533,0.066530,1.717523,0.005504,0.048321,0.000800,0.013856,0.000352,0.001504,0.001280,0.000384,1.793973
