Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],IN[6],INFER[6-9],OUT[9],TEE[6-9],Layer[10],classifier
0.400236,0.017697,0.193125,0.004832,0.048322,0.000640,0.110787,0.053634,0.061090,0.228615,0.000704,0.900603
0.410732,0.017825,0.192293,0.004833,0.048705,0.000608,0.135684,0.067138,0.059778,0.266824,0.000608,0.948284
0.401100,0.018144,0.194022,0.004864,0.048802,0.000640,0.109379,0.068706,0.065858,0.247847,0.000704,0.923227
0.400684,0.017889,0.193765,0.004897,0.048449,0.000576,0.108515,0.052354,0.066434,0.230407,0.000704,0.903131
0.400652,0.017664,0.207622,0.005089,0.051329,0.000800,0.110819,0.069346,0.060418,0.243783,0.000608,0.934939
0.401068,0.017761,0.192677,0.004993,0.048513,0.000608,0.107651,0.051298,0.061698,0.224423,0.000640,0.897371
0.395435,0.017920,0.192934,0.004832,0.047937,0.000608,0.103875,0.052577,0.060610,0.220775,0.000512,0.887130
0.400651,0.017760,0.192742,0.004832,0.050049,0.000608,0.108964,0.064354,0.068866,0.245480,0.000672,0.919259
0.410796,0.017697,0.193413,0.004833,0.048961,0.000576,0.102051,0.070210,0.064098,0.239911,0.000640,0.923547
0.396684,0.017888,0.192966,0.005120,0.048770,0.000576,0.112867,0.051874,0.061506,0.230087,0.000992,0.900315
0.396396,0.017632,0.193062,0.004864,0.047810,0.000608,0.114211,0.054338,0.060705,0.232262,0.000801,0.900219
0.396364,0.017888,0.210470,0.004993,0.048609,0.000608,0.117860,0.053537,0.067266,0.241607,0.000672,0.927707
0.400619,0.017761,0.191622,0.004800,0.050177,0.000608,0.120036,0.066722,0.064322,0.254440,0.000672,0.926491
0.400428,0.018016,0.191686,0.004864,0.048674,0.000544,0.109763,0.052706,0.062305,0.228038,0.000608,0.898779
0.395115,0.017793,0.192230,0.004864,0.048577,0.000608,0.108995,0.052002,0.061058,0.225319,0.000736,0.891546
0.400524,0.017729,0.191909,0.004833,0.047713,0.000640,0.112035,0.052898,0.068866,0.236743,0.000672,0.906907
0.400044,0.017921,0.192581,0.004800,0.048034,0.000608,0.105827,0.051938,0.068738,0.230087,0.000800,0.901051
0.401196,0.017920,0.193030,0.004800,0.047682,0.000608,0.114371,0.055394,0.068322,0.241383,0.000864,0.914427
0.396364,0.017888,0.192997,0.005089,0.048417,0.000896,0.116228,0.052769,0.066850,0.238759,0.000832,0.926843
0.400364,0.018081,0.193318,0.004928,0.048289,0.000832,0.113476,0.054337,0.063362,0.235079,0.000768,0.908763
0.400332,0.018081,0.194469,0.004832,0.047874,0.000576,0.110947,0.063618,0.063810,0.241639,0.000736,0.914907
0.400811,0.018049,0.192742,0.005088,0.049761,0.000544,0.115108,0.053761,0.082275,0.254536,0.000768,0.928571
0.400523,0.017952,0.191974,0.004864,0.048385,0.000608,0.108228,0.053409,0.066274,0.231079,0.000704,0.901978
0.400427,0.017857,0.193318,0.004832,0.047841,0.000608,0.111908,0.052321,0.075426,0.243656,0.000640,0.915323
0.395915,0.017633,0.193158,0.004864,0.048385,0.000608,0.109764,0.053217,0.063042,0.229447,0.000640,0.897082
0.417773,0.017856,0.192390,0.005088,0.048418,0.000576,0.110083,0.062818,0.068290,0.244807,0.000704,0.934460
0.400940,0.017984,0.192166,0.004832,0.047297,0.000608,0.109379,0.051713,0.060898,0.225030,0.000704,0.895354
0.402092,0.017697,0.193669,0.004832,0.047554,0.000608,0.112067,0.054210,0.069346,0.238759,0.000704,0.912187
0.397163,0.017857,0.192998,0.004896,0.048289,0.000800,0.126468,0.090659,0.076450,0.297993,0.000768,0.967644
0.395884,0.017633,0.192677,0.004864,0.049602,0.000608,0.111491,0.066434,0.068034,0.249415,0.000864,0.918139
0.400748,0.017921,0.194438,0.004832,0.048513,0.000576,0.109763,0.066818,0.065442,0.245351,0.000704,0.918907
0.396683,0.017825,0.192998,0.004864,0.048417,0.000576,0.110083,0.064226,0.069250,0.246791,0.000609,0.915035
0.414284,0.017888,0.193670,0.005088,0.049794,0.000544,0.111747,0.068834,0.067074,0.251751,0.000608,0.940475
0.400684,0.017920,0.191526,0.004832,0.047841,0.000576,0.110788,0.053377,0.067650,0.234983,0.000672,0.905082
0.401164,0.017921,0.192646,0.004832,0.048417,0.000576,0.119588,0.067010,0.069698,0.259784,0.000736,0.932348
0.398187,0.017857,0.209350,0.005056,0.048994,0.000768,0.109859,0.067490,0.068226,0.248679,0.000704,0.936412
0.396300,0.017601,0.193477,0.004864,0.047458,0.000800,0.111715,0.052770,0.066146,0.233991,0.000608,0.901563
0.401516,0.017729,0.193861,0.004864,0.048322,0.000736,0.109635,0.060418,0.069282,0.242695,0.000672,0.917435
