Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],IN[5],INFER[5-7],OUT[7],TEE[5-7],Layer[8],Layer[9],Layer[10],classifier
0.396108,0.017664,0.191686,0.004800,0.047170,0.105187,0.061794,0.058657,0.229670,0.002112,0.001248,0.000384,0.897627
0.396267,0.017664,0.191654,0.004832,0.047681,0.140580,0.063329,0.064354,0.272072,0.003104,0.001249,0.000448,0.941948
0.395307,0.017793,0.192166,0.004832,0.046945,0.103779,0.048290,0.060354,0.215623,0.001952,0.001184,0.000384,0.882490
0.401484,0.018337,0.193413,0.005025,0.049025,0.173957,0.053986,0.062658,0.294377,0.002944,0.003104,0.000608,0.980317
0.396651,0.017697,0.192358,0.005056,0.048225,0.110052,0.050977,0.060098,0.224455,0.002080,0.001728,0.000352,0.895002
0.396396,0.018016,0.192742,0.004960,0.047458,0.111779,0.049185,0.060098,0.224582,0.002272,0.001568,0.000448,0.894714
0.395564,0.017601,0.191653,0.004864,0.048706,0.103267,0.047713,0.059042,0.213382,0.002016,0.001088,0.000416,0.881082
0.395468,0.017984,0.191750,0.004832,0.047938,0.108771,0.048865,0.062882,0.223942,0.001984,0.001120,0.000384,0.891386
0.395532,0.017920,0.210566,0.005057,0.047713,0.104995,0.048898,0.059649,0.216742,0.001952,0.001057,0.000448,0.903419
0.395468,0.017984,0.192390,0.004864,0.047810,0.102339,0.055201,0.058658,0.219622,0.002080,0.001120,0.000576,0.888090
0.395884,0.017632,0.192102,0.004864,0.047906,0.106211,0.046305,0.058402,0.214438,0.002272,0.001216,0.000640,0.883482
0.395755,0.017633,0.191781,0.004833,0.048161,0.106691,0.049218,0.058785,0.218022,0.002112,0.001152,0.000672,0.886331
0.410668,0.017952,0.191750,0.004992,0.047170,0.107203,0.061442,0.060321,0.232134,0.002177,0.001120,0.000384,0.914427
0.397132,0.017984,0.191526,0.004832,0.047810,0.110115,0.047201,0.059330,0.219910,0.002208,0.001376,0.000544,0.889978
0.395884,0.017985,0.191653,0.004801,0.047265,0.108419,0.060482,0.060738,0.233063,0.002048,0.001216,0.000480,0.899739
0.397100,0.018049,0.191941,0.004832,0.047458,0.137156,0.060706,0.058786,0.260648,0.002048,0.001088,0.000768,0.929820
0.395532,0.018081,0.191781,0.004801,0.047009,0.108771,0.048098,0.060385,0.220454,0.002048,0.001088,0.000416,0.886971
0.396460,0.017472,0.191622,0.005248,0.047233,0.102819,0.044513,0.059714,0.210343,0.002016,0.001184,0.000448,0.878074
0.395851,0.017792,0.191462,0.004896,0.047137,0.109124,0.045665,0.058114,0.216007,0.002304,0.001216,0.000384,0.883002
0.409164,0.017825,0.192421,0.005056,0.047522,0.115299,0.049602,0.060546,0.228935,0.002304,0.001056,0.000544,0.911227
0.395243,0.017697,0.191621,0.005217,0.047489,0.101699,0.064130,0.063234,0.232391,0.002144,0.001312,0.000416,0.899802
0.395372,0.017825,0.191685,0.005088,0.047330,0.109411,0.048706,0.060321,0.221894,0.002112,0.001249,0.000640,0.889467
0.396364,0.018017,0.192997,0.004800,0.047329,0.127940,0.053985,0.062114,0.247687,0.002208,0.001376,0.000448,0.917787
0.395948,0.017792,0.192038,0.004864,0.047297,0.106500,0.047521,0.060706,0.218087,0.002112,0.001120,0.000640,0.886234
0.396428,0.017888,0.191398,0.004800,0.047298,0.113603,0.049249,0.059298,0.225510,0.002112,0.001408,0.000704,0.894298
0.395916,0.017857,0.192901,0.004833,0.046945,0.102915,0.058722,0.065794,0.230695,0.002240,0.001216,0.000448,0.899547
0.417388,0.017857,0.191909,0.004833,0.047393,0.115043,0.049570,0.062818,0.230919,0.005120,0.001152,0.000416,0.923547
0.396652,0.018016,0.191846,0.005248,0.047202,0.109187,0.049281,0.060322,0.222310,0.002144,0.001056,0.000480,0.891130
0.395980,0.017568,0.191590,0.004896,0.047329,0.108260,0.048097,0.059202,0.219207,0.001920,0.001120,0.000736,0.886202
0.396876,0.017856,0.191910,0.005248,0.047105,0.133924,0.061218,0.062050,0.261224,0.002912,0.001312,0.000672,0.932059
0.395724,0.017601,0.191461,0.004832,0.047298,0.107587,0.048898,0.060129,0.220230,0.002240,0.001185,0.000416,0.887099
0.396299,0.017793,0.191718,0.004832,0.047073,0.108963,0.047906,0.059586,0.219783,0.002112,0.001248,0.000896,0.887930
0.396395,0.018017,0.192486,0.004832,0.047169,0.110467,0.056353,0.060642,0.231271,0.002080,0.001312,0.000800,0.900474
0.410636,0.017665,0.192038,0.004896,0.047041,0.106339,0.059170,0.061218,0.230503,0.002112,0.001120,0.000864,0.913755
0.396332,0.017664,0.191590,0.004896,0.047458,0.104739,0.045889,0.058274,0.212422,0.002048,0.001024,0.000640,0.880154
0.399116,0.017824,0.191366,0.004832,0.046977,0.107044,0.048225,0.060610,0.219015,0.002048,0.001216,0.000416,0.889306
0.396811,0.017729,0.192102,0.004832,0.047233,0.106595,0.058242,0.087619,0.256104,0.002976,0.001248,0.000416,0.925915
0.395916,0.017728,0.192134,0.004896,0.046945,0.105635,0.047617,0.059714,0.216199,0.002112,0.001120,0.000384,0.883674
0.396299,0.017601,0.192710,0.004832,0.047105,0.102883,0.044770,0.057249,0.208550,0.001953,0.001152,0.000384,0.876442
0.397196,0.018080,0.192230,0.005088,0.047233,0.117668,0.045633,0.057506,0.224615,0.002272,0.001152,0.000416,0.895194
0.411884,0.017664,0.192550,0.005440,0.047458,0.109443,0.057730,0.060577,0.231366,0.002240,0.001217,0.000384,0.916283
0.395948,0.017760,0.191782,0.004864,0.047106,0.105987,0.049313,0.060610,0.219526,0.001984,0.001120,0.000832,0.887514
0.397260,0.017792,0.192358,0.005024,0.046977,0.102019,0.045730,0.059842,0.211111,0.002144,0.001216,0.000416,0.880826
0.395564,0.018080,0.191718,0.004992,0.047169,0.114532,0.049057,0.060258,0.227527,0.002240,0.001280,0.000384,0.895674
0.395308,0.017568,0.191910,0.005184,0.047137,0.105796,0.046593,0.059138,0.215271,0.002048,0.001312,0.000608,0.882202
0.396684,0.017664,0.191814,0.004832,0.047041,0.100803,0.045442,0.058337,0.207719,0.002208,0.001248,0.000416,0.875706
0.398027,0.017633,0.191494,0.004832,0.047137,0.105603,0.053538,0.059074,0.221671,0.002112,0.001216,0.000416,0.890362
0.395852,0.017728,0.210118,0.005185,0.047201,0.106627,0.048450,0.060257,0.218758,0.001985,0.001024,0.000416,0.905563
0.396364,0.017761,0.191557,0.005281,0.047105,0.132388,0.050017,0.059298,0.244935,0.001952,0.001344,0.000416,0.912827
0.395851,0.017984,0.191974,0.005056,0.047201,0.115204,0.058018,0.065249,0.242151,0.002144,0.001312,0.000416,0.911803
0.396204,0.017632,0.191878,0.005280,0.047041,0.113667,0.048385,0.060418,0.226214,0.002176,0.001248,0.000448,0.894650
0.396203,0.017600,0.192358,0.005120,0.047105,0.107236,0.048257,0.060098,0.219111,0.002080,0.001216,0.000352,0.887514
0.396556,0.018080,0.192134,0.005280,0.047074,0.107523,0.050241,0.059778,0.220998,0.002144,0.001280,0.000384,0.890362
0.396748,0.017729,0.191621,0.005344,0.047329,0.110979,0.058338,0.065026,0.237703,0.002048,0.001568,0.000384,0.907419
0.397228,0.017569,0.210374,0.005152,0.047138,0.107235,0.048417,0.060546,0.219942,0.002432,0.001216,0.000416,0.907707
0.395884,0.017760,0.192390,0.004896,0.046913,0.104260,0.049057,0.059970,0.216935,0.001952,0.001088,0.000448,0.884378
0.396364,0.017984,0.191686,0.005184,0.047265,0.111524,0.049409,0.062818,0.227207,0.002016,0.001216,0.000896,0.896314
0.395532,0.017792,0.191494,0.004864,0.046978,0.104835,0.059298,0.061249,0.228774,0.002080,0.001248,0.000416,0.895323
0.395532,0.017728,0.191974,0.004864,0.046945,0.103427,0.046882,0.058658,0.212263,0.002048,0.001120,0.000416,0.878746
0.395404,0.017536,0.191334,0.005280,0.047105,0.109603,0.048673,0.062690,0.224423,0.002048,0.001248,0.000640,0.892986
0.395404,0.017472,0.191750,0.004832,0.047042,0.097218,0.047713,0.058626,0.207142,0.002016,0.000992,0.000416,0.872538
0.396396,0.017728,0.206438,0.004929,0.047041,0.103139,0.047650,0.060449,0.214662,0.002016,0.000960,0.000352,0.898363
0.396587,0.017825,0.192326,0.004800,0.047201,0.110436,0.046177,0.063618,0.223687,0.002176,0.001312,0.000384,0.893594
0.396620,0.017696,0.192518,0.005088,0.047490,0.104163,0.051425,0.059330,0.218790,0.002368,0.001120,0.000352,0.888858
0.395788,0.017920,0.191462,0.004928,0.047585,0.107972,0.062593,0.067074,0.241383,0.002433,0.001120,0.000672,0.908955
0.419373,0.017920,0.191686,0.005056,0.047169,0.102019,0.059138,0.058434,0.223463,0.002208,0.000992,0.000416,0.914171
0.396012,0.017633,0.191493,0.004961,0.046945,0.099619,0.062274,0.060546,0.226407,0.005184,0.000864,0.000288,0.895387
0.395788,0.017632,0.191590,0.004928,0.047106,0.097923,0.050817,0.058242,0.210886,0.001984,0.001024,0.000448,0.877306
0.395116,0.017697,0.190949,0.004896,0.047521,0.121988,0.065250,0.058401,0.249511,0.005216,0.001057,0.000384,0.917884
0.396332,0.017761,0.192325,0.005057,0.047265,0.117123,0.048482,0.060098,0.230023,0.002240,0.001152,0.000704,0.900955
0.396107,0.017792,0.191846,0.004832,0.047585,0.099299,0.062082,0.058146,0.223015,0.002112,0.001216,0.000384,0.890042
0.397355,0.017664,0.192006,0.005056,0.047233,0.101443,0.059650,0.057506,0.222471,0.005312,0.001024,0.000416,0.894458
0.412268,0.017857,0.192102,0.004864,0.047681,0.108867,0.051746,0.058914,0.223207,0.002944,0.001280,0.000928,0.909691
0.396108,0.017569,0.192229,0.004865,0.047201,0.108003,0.048930,0.058273,0.219270,0.002112,0.001024,0.000416,0.887419
