Layer[0],Layer[1],Layer[2],Layer[3],IN[4],INFER[4-7],OUT[7],TEE[4-7],Layer[8],Layer[9],Layer[10],classifier
0.396364,0.018048,0.191782,0.004992,0.117988,0.102755,0.066690,0.290633,0.005312,0.001184,0.000672,0.914907
0.400620,0.017761,0.191942,0.005088,0.121859,0.098819,0.064578,0.288776,0.002880,0.001376,0.000480,0.916507
0.396428,0.017825,0.192101,0.005089,0.120003,0.104579,0.069090,0.297128,0.002688,0.001184,0.000416,0.919420
0.396556,0.017857,0.191429,0.005280,0.121187,0.111107,0.070211,0.305993,0.003360,0.001280,0.000672,0.929788
0.396812,0.017568,0.192326,0.005280,0.117828,0.098563,0.072578,0.293801,0.002880,0.001280,0.000640,0.916667
0.395820,0.017601,0.208550,0.004960,0.111523,0.096547,0.064610,0.275816,0.002912,0.001056,0.000416,0.912955
0.395660,0.017824,0.191302,0.005344,0.102307,0.107300,0.070050,0.285161,0.002176,0.001088,0.000352,0.905627
0.396811,0.017697,0.191654,0.005056,0.114595,0.104515,0.069058,0.292008,0.003201,0.001152,0.000704,0.914491
0.396204,0.017665,0.191557,0.005280,0.113060,0.096163,0.063234,0.275593,0.005184,0.001216,0.000320,0.898779
0.396011,0.017793,0.191750,0.005312,0.116547,0.096707,0.061858,0.278088,0.003040,0.001216,0.000480,0.900250
0.395980,0.017793,0.191717,0.005313,0.115491,0.095619,0.060738,0.275048,0.002912,0.001216,0.000448,0.896507
0.397612,0.017761,0.191941,0.005249,0.119619,0.096579,0.071170,0.292104,0.002496,0.001088,0.000352,0.915163
0.413996,0.017761,0.191749,0.005088,0.118244,0.101187,0.067682,0.290633,0.005120,0.001248,0.000416,0.932219
0.396012,0.017729,0.191717,0.005088,0.114660,0.098563,0.068258,0.284745,0.002880,0.001312,0.000480,0.906811
0.395500,0.017632,0.192037,0.005344,0.112548,0.097859,0.060801,0.274504,0.003329,0.001216,0.000448,0.895579
0.396268,0.017760,0.191942,0.005280,0.146212,0.099843,0.081891,0.331050,0.003584,0.001248,0.000384,0.953436
0.396332,0.017600,0.191622,0.005344,0.106883,0.096643,0.062082,0.268776,0.002464,0.001120,0.000416,0.888474
0.400300,0.017761,0.191781,0.005025,0.138052,0.104835,0.064130,0.310537,0.003680,0.000992,0.000320,0.936092
0.399820,0.017632,0.191526,0.004896,0.112612,0.100099,0.063361,0.279400,0.002657,0.001056,0.000544,0.903771
0.413196,0.018113,0.191973,0.005345,0.113731,0.098531,0.063650,0.280840,0.003232,0.001056,0.000352,0.920603
0.395595,0.017793,0.191526,0.004896,0.109091,0.104483,0.077379,0.296041,0.003168,0.000992,0.000352,0.916507
0.400364,0.018016,0.191398,0.005312,0.120068,0.097667,0.062370,0.283465,0.002528,0.001280,0.000352,0.909115
0.400652,0.018049,0.191909,0.005216,0.115300,0.104963,0.089507,0.313770,0.002656,0.001344,0.000352,0.941148
0.394956,0.017504,0.191526,0.005056,0.105059,0.097155,0.069730,0.275592,0.002752,0.001088,0.000320,0.894938
0.399340,0.021088,0.192006,0.005248,0.114788,0.113795,0.062818,0.294345,0.002784,0.001248,0.000384,0.922651
0.395020,0.017760,0.191206,0.005280,0.109155,0.100131,0.063266,0.275496,0.002240,0.001184,0.000416,0.893723
0.409804,0.017665,0.192038,0.005088,0.107811,0.101027,0.065506,0.279080,0.003552,0.001088,0.000416,0.913755
0.394636,0.017824,0.191430,0.005280,0.097539,0.111331,0.071010,0.284136,0.005249,0.000928,0.000480,0.905243
0.394891,0.017601,0.191685,0.005313,0.108419,0.105059,0.065986,0.284104,0.002848,0.001056,0.000416,0.903066
0.395692,0.017824,0.191430,0.005152,0.135332,0.105283,0.079139,0.324362,0.003296,0.000960,0.000416,0.944636
0.400748,0.017952,0.191526,0.005056,0.112099,0.102371,0.068002,0.287337,0.002944,0.001280,0.000416,0.913691
0.396140,0.018048,0.192134,0.005248,0.120868,0.096259,0.062530,0.283145,0.002592,0.001312,0.000480,0.905787
0.401452,0.017889,0.191717,0.005153,0.114499,0.103427,0.069250,0.291816,0.002464,0.001216,0.000352,0.918267
0.409069,0.018016,0.192166,0.005088,0.116099,0.101347,0.063041,0.285608,0.003233,0.001056,0.000448,0.920956
0.395020,0.017953,0.191813,0.005056,0.103044,0.102275,0.068738,0.279273,0.003072,0.000960,0.000352,0.898811
0.394475,0.017568,0.191270,0.005056,0.117123,0.099523,0.063522,0.283656,0.003264,0.000800,0.000288,0.901434
0.394412,0.017569,0.191461,0.005056,0.113252,0.114947,0.090179,0.323146,0.005248,0.001024,0.000416,0.943580
0.394796,0.017601,0.191365,0.005088,0.123011,0.114628,0.074530,0.317769,0.003200,0.000960,0.000416,0.937788
