Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],IN[9],INFER[9-9],OUT[9],TEE[9-9],Layer[10],classifier
0.397228,0.017569,0.191749,0.004897,0.049313,0.000608,0.013632,0.000416,0.001440,0.103683,0.034401,0.059329,0.200774,0.000576,0.885467
0.396651,0.017537,0.192582,0.004896,0.047873,0.000544,0.013697,0.000384,0.001440,0.108323,0.035713,0.059842,0.207174,0.000576,0.891066
0.395916,0.017600,0.191526,0.005056,0.048098,0.000576,0.013568,0.000352,0.001440,0.103235,0.031521,0.057314,0.195174,0.000608,0.877210
0.397068,0.017952,0.191814,0.004832,0.047682,0.000576,0.013888,0.000384,0.001472,0.107811,0.035745,0.059201,0.206022,0.000672,0.889434
0.396524,0.017857,0.209126,0.005056,0.047649,0.000577,0.013504,0.000352,0.001472,0.105315,0.037025,0.064162,0.209414,0.000512,0.909787
0.397292,0.017345,0.191877,0.005249,0.048097,0.000608,0.013888,0.000384,0.001537,0.113219,0.042145,0.073858,0.232806,0.000608,0.917595
0.397067,0.017409,0.192006,0.004896,0.047457,0.000608,0.013697,0.000384,0.001504,0.109251,0.036577,0.059906,0.208806,0.000576,0.891578
0.396428,0.017536,0.191782,0.005024,0.047554,0.000576,0.013728,0.000352,0.001504,0.109283,0.035298,0.064193,0.211974,0.000705,0.894427
0.396716,0.017633,0.191525,0.005248,0.047970,0.000768,0.013792,0.000416,0.001472,0.107556,0.041089,0.066050,0.217831,0.000704,0.901115
0.396140,0.017632,0.192038,0.005024,0.049025,0.000608,0.013569,0.000352,0.001504,0.132228,0.039137,0.063778,0.238375,0.000576,0.922011
0.396012,0.017504,0.191814,0.005120,0.048642,0.000640,0.013696,0.000384,0.001408,0.109379,0.041794,0.060193,0.214534,0.000608,0.897627
0.395756,0.017601,0.210342,0.005120,0.048706,0.000608,0.013536,0.000384,0.001472,0.107331,0.035393,0.059778,0.205798,0.000480,0.907931
0.396523,0.017505,0.191590,0.004864,0.047777,0.000640,0.013665,0.000352,0.001472,0.109987,0.031841,0.057250,0.202150,0.000480,0.883866
0.397867,0.017697,0.193670,0.004800,0.048321,0.000608,0.013537,0.000352,0.001472,0.110243,0.036737,0.062274,0.212518,0.000608,0.898714
0.397484,0.018336,0.192422,0.005184,0.047970,0.000576,0.013792,0.000384,0.001472,0.107107,0.035138,0.061409,0.206854,0.000704,0.892058
0.396715,0.018401,0.191974,0.005216,0.047969,0.000768,0.013793,0.000384,0.001472,0.110275,0.031489,0.057282,0.202566,0.000576,0.887066
0.396299,0.020449,0.192134,0.004928,0.047937,0.000608,0.013697,0.000352,0.001472,0.104867,0.037505,0.060866,0.206182,0.000672,0.891578
0.396300,0.017760,0.192038,0.005056,0.049250,0.000576,0.013536,0.000416,0.001536,0.108323,0.032481,0.058914,0.203334,0.000480,0.888410
0.397036,0.017632,0.211271,0.005408,0.048353,0.000736,0.014273,0.000352,0.001440,0.107619,0.032705,0.058146,0.201414,0.000576,0.905947
0.396011,0.017761,0.191462,0.005280,0.049665,0.000800,0.014081,0.000384,0.001536,0.105699,0.034369,0.060194,0.203366,0.000576,0.888314
0.396299,0.017633,0.191782,0.004832,0.049473,0.000608,0.013921,0.000352,0.001408,0.106787,0.035297,0.064290,0.209222,0.000512,0.892826
0.397324,0.017472,0.191366,0.004864,0.048610,0.001024,0.013952,0.000384,0.001504,0.105027,0.032321,0.056194,0.196678,0.000576,0.880954
0.396684,0.017409,0.191589,0.004865,0.048097,0.000576,0.013856,0.000384,0.001505,0.108771,0.042369,0.060514,0.214918,0.000672,0.897371
0.395756,0.017664,0.192038,0.005024,0.048034,0.000576,0.013472,0.000384,0.001536,0.111107,0.043138,0.070274,0.227751,0.000640,0.910235
0.396427,0.017377,0.191462,0.004896,0.047809,0.000576,0.013793,0.000384,0.001472,0.107331,0.034913,0.061410,0.206598,0.000736,0.888858
0.396780,0.017761,0.228358,0.005281,0.048353,0.000608,0.013568,0.000385,0.001440,0.114563,0.036545,0.061634,0.216006,0.000544,0.938236
0.397036,0.017760,0.191910,0.005088,0.051042,0.000608,0.013664,0.000384,0.001472,0.109443,0.036962,0.060673,0.210214,0.000608,0.897178
0.395851,0.017569,0.191494,0.005312,0.047329,0.000576,0.013441,0.000384,0.001504,0.108963,0.035265,0.059714,0.207174,0.000608,0.888698
0.396332,0.017664,0.191718,0.005056,0.047873,0.000608,0.014017,0.000384,0.001504,0.111299,0.034881,0.059522,0.208742,0.000704,0.891866
0.396012,0.017761,0.191621,0.004960,0.048770,0.000576,0.013472,0.000384,0.001504,0.103363,0.035361,0.060290,0.202246,0.000672,0.885178
0.396492,0.017761,0.191237,0.004864,0.048770,0.000608,0.013824,0.000384,0.001440,0.109892,0.039361,0.066722,0.219207,0.000736,0.902715
0.396620,0.017728,0.191302,0.005184,0.048642,0.000608,0.013504,0.000352,0.001504,0.108867,0.031937,0.061538,0.205638,0.000544,0.889370
0.396524,0.017856,0.208935,0.005120,0.047649,0.000576,0.013793,0.000384,0.001504,0.109571,0.034401,0.058786,0.205606,0.000640,0.906491
0.395819,0.017345,0.191718,0.005024,0.047873,0.000736,0.013633,0.000384,0.001440,0.101059,0.035617,0.059234,0.198790,0.000544,0.880250
0.396043,0.017505,0.191909,0.005089,0.047265,0.000640,0.013856,0.000353,0.001536,0.112131,0.034689,0.059746,0.209734,0.000512,0.891867
0.395595,0.017537,0.192006,0.005024,0.047361,0.000960,0.013505,0.000384,0.001440,0.101187,0.034977,0.062114,0.201318,0.000576,0.882842
0.396780,0.017664,0.191430,0.004896,0.047010,0.000608,0.013856,0.000352,0.001440,0.110851,0.033985,0.059490,0.207430,0.000608,0.889178
0.396396,0.017568,0.191398,0.004864,0.048098,0.000576,0.013664,0.000352,0.001504,0.107907,0.035457,0.058978,0.205894,0.000576,0.888026
0.396044,0.017376,0.191526,0.004864,0.047970,0.000736,0.013824,0.000320,0.001504,0.105059,0.035297,0.059874,0.203206,0.000576,0.885338
0.396044,0.017600,0.206727,0.005024,0.052289,0.000640,0.013537,0.000384,0.001472,0.103619,0.037313,0.059714,0.203910,0.000512,0.906235
0.396844,0.017536,0.191942,0.004832,0.047745,0.000608,0.013761,0.000352,0.001472,0.106403,0.036705,0.059362,0.205478,0.000544,0.888122
0.396459,0.017793,0.191750,0.004896,0.047841,0.000608,0.013729,0.000416,0.001472,0.107395,0.035521,0.058786,0.205222,0.000512,0.888346
0.396012,0.017568,0.192326,0.005344,0.048065,0.000609,0.013760,0.000384,0.001792,0.111747,0.034849,0.059490,0.209542,0.000672,0.893626
0.398892,0.017632,0.191590,0.005024,0.049410,0.000768,0.013696,0.000352,0.001408,0.101859,0.040001,0.058978,0.204134,0.000576,0.891066
0.397036,0.017473,0.191493,0.004993,0.049473,0.000640,0.014528,0.000352,0.001441,0.114019,0.034881,0.058242,0.210438,0.000704,0.896251
0.396492,0.017344,0.191718,0.005088,0.049954,0.000640,0.013696,0.000320,0.001472,0.103395,0.035361,0.058658,0.200806,0.000544,0.885882
0.396683,0.017409,0.207110,0.005216,0.049314,0.000576,0.013888,0.000544,0.001472,0.109316,0.036865,0.059233,0.208422,0.000736,0.909307
0.396459,0.017377,0.191750,0.004896,0.047297,0.000576,0.013633,0.000352,0.001472,0.107747,0.042017,0.065986,0.219462,0.000544,0.901786
0.397932,0.017473,0.191781,0.005057,0.048705,0.000608,0.013632,0.000352,0.001568,0.107235,0.039489,0.063202,0.212838,0.000576,0.897819
0.396011,0.017473,0.191206,0.005024,0.049185,0.000608,0.013537,0.000384,0.001440,0.104707,0.036417,0.060514,0.204838,0.000512,0.887674
0.397003,0.017601,0.192934,0.005344,0.048065,0.000576,0.014049,0.000352,0.001440,0.106211,0.039041,0.062082,0.210662,0.000736,0.895994
0.396300,0.017760,0.192518,0.004992,0.047777,0.000640,0.013761,0.000384,0.001536,0.107843,0.036385,0.059394,0.207174,0.000736,0.891450
0.396748,0.017697,0.192101,0.004832,0.047522,0.000640,0.013792,0.000384,0.001440,0.108420,0.041281,0.059874,0.212839,0.000576,0.896059
0.396588,0.017408,0.208518,0.005184,0.047202,0.000640,0.013536,0.000352,0.001440,0.107172,0.039073,0.062530,0.211815,0.000512,0.910939
0.396235,0.017505,0.191589,0.005281,0.047489,0.000640,0.013696,0.000352,0.001536,0.109763,0.038625,0.064386,0.216070,0.000736,0.898362
0.396716,0.017569,0.191333,0.005057,0.047585,0.000608,0.013600,0.000384,0.001473,0.104579,0.038753,0.068098,0.214694,0.000544,0.896219
0.395851,0.017664,0.192102,0.005248,0.047553,0.000608,0.013825,0.000384,0.001472,0.108547,0.042017,0.067426,0.221158,0.000736,0.904282
0.396652,0.017600,0.192006,0.005248,0.048353,0.000736,0.013985,0.000384,0.001472,0.106275,0.034945,0.064354,0.208806,0.000672,0.893306
0.395660,0.017632,0.191942,0.005344,0.047842,0.000768,0.013760,0.000384,0.001440,0.108483,0.034849,0.060770,0.207430,0.000704,0.890234
0.396524,0.017536,0.191750,0.005024,0.047042,0.000608,0.014400,0.000352,0.001440,0.104643,0.036513,0.060865,0.205158,0.000640,0.887674
0.395980,0.017632,0.211591,0.005376,0.047297,0.000672,0.014433,0.000384,0.001440,0.105379,0.035297,0.058850,0.202438,0.000544,0.905531
0.396395,0.017409,0.191557,0.004832,0.047425,0.000608,0.013729,0.000384,0.001472,0.106851,0.034497,0.064354,0.209094,0.000896,0.891482
0.396172,0.017632,0.191558,0.004992,0.047073,0.000672,0.013569,0.000352,0.001408,0.106243,0.031361,0.056226,0.196902,0.000608,0.877786
0.396747,0.017569,0.192102,0.005280,0.047105,0.000576,0.013633,0.000352,0.001440,0.105667,0.042465,0.072898,0.224102,0.000544,0.905818
0.402188,0.017504,0.191974,0.004896,0.048097,0.000577,0.013792,0.000384,0.001504,0.111075,0.036321,0.061378,0.211878,0.000576,0.900570
0.396108,0.017440,0.192422,0.004928,0.047618,0.000608,0.013824,0.000352,0.001472,0.113411,0.042946,0.060642,0.220263,0.000576,0.902939
0.396939,0.017665,0.191686,0.005056,0.048065,0.000576,0.014017,0.000320,0.001536,0.111715,0.037217,0.058210,0.210758,0.000768,0.894938
0.397196,0.017601,0.208774,0.005152,0.049377,0.000576,0.013505,0.000352,0.001472,0.109059,0.041825,0.067874,0.221830,0.000800,0.924603
0.395915,0.017729,0.191301,0.005089,0.048449,0.000640,0.013953,0.000384,0.001504,0.111331,0.041345,0.066306,0.222054,0.000704,0.905210
0.396684,0.017729,0.191333,0.005088,0.049794,0.000768,0.014656,0.000352,0.001473,0.105251,0.037665,0.062210,0.208582,0.000704,0.894427
0.396107,0.017441,0.191814,0.004864,0.047937,0.000576,0.014145,0.000352,0.001472,0.107299,0.040449,0.071618,0.222374,0.000704,0.905018
0.396428,0.017376,0.191686,0.005024,0.047842,0.000672,0.013824,0.000384,0.001504,0.107107,0.035297,0.064322,0.210278,0.000736,0.893690
0.398795,0.017665,0.197894,0.004928,0.049089,0.000608,0.013921,0.000352,0.001504,0.112355,0.040129,0.066466,0.222086,0.000769,0.915547
0.397291,0.017569,0.192294,0.004928,0.048897,0.000640,0.013601,0.000352,0.001472,0.134564,0.039713,0.059330,0.237735,0.000864,0.923291
0.407469,0.017440,0.233991,0.005184,0.047714,0.000608,0.013952,0.000608,0.001440,0.120420,0.046401,0.068994,0.239559,0.000768,0.977661
0.396140,0.017825,0.191781,0.005280,0.048610,0.000576,0.013824,0.000352,0.001472,0.106020,0.042401,0.061506,0.213415,0.000704,0.897627
0.396012,0.017536,0.193062,0.005056,0.047394,0.000640,0.013824,0.000384,0.001536,0.110051,0.042402,0.062498,0.218407,0.000736,0.902363
0.396268,0.017600,0.191878,0.005248,0.049154,0.000576,0.013600,0.000320,0.001536,0.106051,0.036673,0.059746,0.205734,0.000736,0.889914
0.395691,0.017440,0.191654,0.005088,0.047777,0.000608,0.013537,0.000352,0.001440,0.102467,0.038529,0.061314,0.205574,0.000704,0.886810
0.395628,0.017728,0.191718,0.005056,0.048834,0.000608,0.013472,0.000352,0.001440,0.102275,0.040129,0.065506,0.211270,0.000640,0.894458
0.396523,0.017345,0.191654,0.005024,0.048065,0.000768,0.014849,0.000352,0.001536,0.107043,0.037505,0.059714,0.207398,0.000672,0.891610
0.414956,0.017729,0.192006,0.004832,0.047809,0.000608,0.013921,0.000352,0.001536,0.109091,0.036129,0.059202,0.207750,0.000736,0.909915
0.397068,0.017601,0.192325,0.004800,0.048706,0.000576,0.013888,0.000352,0.001440,0.109988,0.041665,0.060610,0.215687,0.000704,0.900635
0.395819,0.017345,0.191622,0.004896,0.047873,0.000608,0.013761,0.000352,0.001504,0.103299,0.036257,0.058786,0.201542,0.000672,0.883386
0.396396,0.017632,0.191718,0.005248,0.047458,0.000576,0.013632,0.000320,0.001472,0.111395,0.035105,0.058050,0.246599,0.000768,0.929371
0.395532,0.017600,0.191846,0.005088,0.047938,0.000608,0.013760,0.000352,0.001536,0.105987,0.035809,0.059010,0.203846,0.000640,0.886234
0.396460,0.017696,0.191718,0.005120,0.047362,0.000608,0.013888,0.000352,0.001504,0.115972,0.042369,0.060034,0.222119,0.000800,0.905627
0.396140,0.017760,0.191974,0.005056,0.048161,0.000608,0.013473,0.000384,0.001408,0.105763,0.036289,0.058018,0.203238,0.000768,0.886362
0.414412,0.017729,0.192614,0.005248,0.047841,0.000640,0.013793,0.000352,0.001440,0.110755,0.036257,0.061506,0.211590,0.000768,0.913915
0.399628,0.017568,0.192070,0.005088,0.047138,0.000576,0.013696,0.000352,0.001440,0.101891,0.037889,0.065474,0.208294,0.000736,0.893914
0.398795,0.017761,0.192422,0.004832,0.047233,0.000640,0.013857,0.000352,0.001472,0.115267,0.040001,0.067042,0.225510,0.000768,0.910810
0.395788,0.017537,0.192229,0.004833,0.047329,0.000576,0.013728,0.000320,0.001505,0.103459,0.034881,0.096579,0.238503,0.000736,0.920764
0.401836,0.017568,0.192550,0.004896,0.048001,0.000769,0.013568,0.000352,0.001472,0.109603,0.039169,0.062626,0.214758,0.000960,0.905082
0.396555,0.017889,0.192134,0.004832,0.047777,0.000704,0.013921,0.000352,0.001472,0.107331,0.035169,0.058658,0.204454,0.000800,0.888698
0.397388,0.017792,0.192262,0.004864,0.048162,0.000608,0.013984,0.000384,0.001472,0.111619,0.035521,0.061505,0.212070,0.000736,0.897499
0.418509,0.017952,0.192166,0.004864,0.048418,0.000832,0.013760,0.000352,0.001440,0.112004,0.038017,0.062178,0.215143,0.000928,0.922524
0.397067,0.017665,0.191782,0.004992,0.048097,0.000768,0.014433,0.000352,0.001536,0.111875,0.040993,0.067970,0.223974,0.000736,0.910107
0.396299,0.017665,0.191494,0.005088,0.049089,0.000576,0.014433,0.000352,0.001504,0.106147,0.041217,0.066402,0.216742,0.000576,0.901626
0.396012,0.017665,0.191557,0.005025,0.047841,0.000800,0.014304,0.000352,0.001696,0.128547,0.033505,0.061090,0.226182,0.000800,0.909915
0.397228,0.017441,0.192229,0.005025,0.050433,0.000608,0.014080,0.000352,0.001440,0.107267,0.035969,0.061602,0.207750,0.000544,0.895163
0.399724,0.017376,0.191718,0.004864,0.048514,0.000640,0.014144,0.000384,0.001440,0.111044,0.035681,0.061153,0.211110,0.000704,0.899739
0.398059,0.017409,0.191878,0.005056,0.048577,0.000608,0.013761,0.000384,0.001440,0.104835,0.036225,0.064514,0.208774,0.000608,0.894778
0.413261,0.017888,0.192262,0.004864,0.048322,0.000640,0.013888,0.000384,0.001440,0.110755,0.041250,0.066050,0.221415,0.000576,0.922780
0.396172,0.017217,0.191621,0.005281,0.047745,0.000608,0.013632,0.000384,0.001408,0.106500,0.038241,0.057633,0.205703,0.000512,0.888187
0.396204,0.017569,0.191845,0.005313,0.048353,0.000608,0.013569,0.000352,0.001504,0.115235,0.042241,0.065410,0.226310,0.000640,0.910491
0.396300,0.017537,0.191717,0.004832,0.047874,0.000640,0.036385,0.000576,0.001600,0.108067,0.038753,0.061218,0.211334,0.000512,0.918555
0.396204,0.017728,0.191622,0.004832,0.047554,0.000768,0.014016,0.000384,0.001504,0.111043,0.036322,0.060865,0.211494,0.000672,0.895642
0.396556,0.017537,0.191813,0.004833,0.049345,0.000832,0.014624,0.000352,0.001472,0.104899,0.033025,0.062210,0.202950,0.000672,0.888219
0.396108,0.017569,0.191493,0.004832,0.049762,0.000736,0.014016,0.000352,0.001408,0.104228,0.035361,0.059617,0.202054,0.000672,0.886714
0.412909,0.017536,0.192038,0.004864,0.049730,0.000800,0.013984,0.000384,0.001568,0.106115,0.041409,0.065442,0.216390,0.000768,0.918588
0.397579,0.017825,0.192518,0.004832,0.049121,0.000608,0.013729,0.000416,0.001472,0.104739,0.038945,0.063746,0.210662,0.000704,0.897338
0.396748,0.017632,0.192006,0.005248,0.048226,0.000608,0.013792,0.000352,0.001408,0.105827,0.037954,0.062977,0.209734,0.000576,0.893211
0.396652,0.017825,0.191653,0.004865,0.047393,0.000608,0.013632,0.000384,0.001409,0.123075,0.033985,0.059298,0.219558,0.000704,0.902139
0.397068,0.017793,0.191813,0.005088,0.047650,0.000672,0.013600,0.000352,0.001376,0.107428,0.036641,0.062177,0.209351,0.000640,0.892667
0.398124,0.017632,0.193030,0.005120,0.047681,0.000640,0.013729,0.000384,0.001408,0.107651,0.035393,0.063938,0.210822,0.000544,0.897402
0.396332,0.017473,0.192485,0.005249,0.047393,0.000832,0.013888,0.000352,0.001505,0.107043,0.037121,0.062946,0.210310,0.000576,0.894171
0.415948,0.017729,0.192486,0.005056,0.048033,0.000800,0.013825,0.000384,0.001888,0.108643,0.035553,0.067010,0.214598,0.000800,0.919899
0.396395,0.017601,0.192038,0.005056,0.047745,0.000800,0.013793,0.000352,0.001472,0.108355,0.037441,0.059170,0.208038,0.000736,0.891034
0.397100,0.017473,0.192261,0.004864,0.047618,0.000992,0.013888,0.000384,0.001472,0.108260,0.037121,0.059554,0.208007,0.000544,0.891835
0.395660,0.017633,0.210982,0.005248,0.047266,0.000576,0.013632,0.000384,0.001504,0.107139,0.040706,0.068226,0.218983,0.000480,0.920060
0.396747,0.017601,0.191814,0.005280,0.047297,0.001056,0.013985,0.000352,0.001440,0.104995,0.041345,0.071778,0.221318,0.000512,0.906170
0.395500,0.017568,0.191782,0.005056,0.047106,0.000800,0.013856,0.000352,0.001440,0.105667,0.034977,0.065250,0.208806,0.000608,0.889882
0.396139,0.017633,0.192198,0.005088,0.047873,0.000768,0.014401,0.000352,0.001472,0.109251,0.034401,0.058498,0.205286,0.000576,0.889338
0.417388,0.018016,0.196902,0.004896,0.049346,0.000960,0.014336,0.000352,0.001600,0.119268,0.038721,0.069282,0.230791,0.000704,0.943708
0.397259,0.017601,0.193350,0.004960,0.048385,0.000960,0.014145,0.000384,0.001536,0.113699,0.037057,0.064610,0.218918,0.000736,0.906266
0.395403,0.017505,0.192838,0.005056,0.048033,0.000992,0.014241,0.000384,0.001536,0.108771,0.040161,0.067906,0.220070,0.000704,0.904826
0.396907,0.017569,0.208998,0.005504,0.047746,0.000768,0.013920,0.000384,0.001472,0.117700,0.036193,0.065570,0.222567,0.000704,0.924987
0.398092,0.017344,0.192198,0.005088,0.047489,0.000865,0.013728,0.000384,0.001472,0.107875,0.038017,0.064130,0.212998,0.000544,0.897626
0.394923,0.017313,0.191814,0.004864,0.047297,0.000800,0.013601,0.000352,0.001472,0.101731,0.035329,0.062242,0.202598,0.000512,0.883450
0.395340,0.017408,0.192550,0.004896,0.047073,0.000801,0.014080,0.000352,0.001408,0.101955,0.035393,0.061602,0.202150,0.000640,0.884058
0.395820,0.017600,0.191813,0.004896,0.047842,0.000832,0.013984,0.000416,0.001568,0.110148,0.061153,0.062338,0.236967,0.000672,0.921371
