Layer[0],Layer[1],Layer[2],Layer[3],IN[4],INFER[4-5],OUT[5],TEE[4-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.394187,0.017632,0.191366,0.004864,0.113091,0.082787,0.064994,0.264008,0.015488,0.000448,0.001472,0.000960,0.000256,0.897338
0.394412,0.017536,0.191238,0.004960,0.115779,0.081059,0.059778,0.259592,0.014848,0.000480,0.001472,0.001024,0.000320,0.893146
0.395083,0.017601,0.191334,0.004768,0.144836,0.088035,0.065250,0.301737,0.014496,0.000544,0.001472,0.001056,0.000352,0.935931
0.395372,0.017856,0.191942,0.004832,0.122052,0.081666,0.061346,0.267912,0.014945,0.000480,0.001568,0.001152,0.000416,0.903931
0.394412,0.017344,0.191622,0.004832,0.114755,0.088707,0.067202,0.273480,0.014273,0.000448,0.001536,0.000992,0.000352,0.906235
0.394220,0.017536,0.191526,0.004992,0.113123,0.081539,0.059234,0.256616,0.014848,0.000480,0.001536,0.001024,0.000320,0.890042
0.412716,0.017600,0.191142,0.004960,0.115236,0.084482,0.067810,0.270728,0.014977,0.000448,0.001504,0.000960,0.000384,0.922523
0.394252,0.017472,0.191558,0.004832,0.105667,0.089603,0.059042,0.257160,0.014080,0.000480,0.001408,0.000960,0.000288,0.888730
0.395564,0.017761,0.191205,0.004833,0.130371,0.079907,0.059330,0.272488,0.014336,0.000480,0.001440,0.000832,0.000320,0.905691
0.394124,0.017505,0.191045,0.004800,0.133412,0.107524,0.061761,0.305865,0.015457,0.000480,0.001504,0.000896,0.000320,0.939004
0.394828,0.017248,0.191270,0.004800,0.116356,0.081058,0.060258,0.260776,0.014816,0.000480,0.001376,0.000928,0.000288,0.893179
0.395659,0.017505,0.191462,0.004864,0.118947,0.088515,0.060130,0.270280,0.014048,0.000512,0.001408,0.000928,0.000288,0.903642
0.394827,0.017601,0.191589,0.004896,0.117571,0.080195,0.062785,0.264199,0.015297,0.000512,0.001536,0.000960,0.000384,0.900122
0.410221,0.017472,0.191334,0.004896,0.115779,0.088867,0.063298,0.271112,0.013984,0.000448,0.001409,0.000832,0.000384,0.918492
0.395148,0.017376,0.191238,0.004768,0.115491,0.083491,0.061282,0.263336,0.014560,0.000512,0.001504,0.000992,0.000320,0.897210
0.394571,0.017408,0.191494,0.004832,0.112035,0.081251,0.082914,0.279144,0.015425,0.000480,0.001408,0.000928,0.000448,0.912667
0.394283,0.017345,0.191366,0.004896,0.131460,0.100707,0.059585,0.295112,0.015456,0.000480,0.001376,0.000960,0.000320,0.927643
0.394187,0.017473,0.191429,0.004993,0.114243,0.080450,0.062178,0.259783,0.015233,0.000480,0.001440,0.000928,0.000416,0.893402
0.394092,0.017441,0.191397,0.004800,0.102948,0.090466,0.059234,0.255720,0.015232,0.000481,0.001408,0.000992,0.000352,0.888635
0.394572,0.017504,0.191622,0.004832,0.114243,0.081027,0.060898,0.258952,0.014240,0.000480,0.001568,0.000992,0.000416,0.891514
0.411532,0.017601,0.191845,0.004800,0.114308,0.088194,0.063554,0.269160,0.015553,0.000512,0.001536,0.000992,0.000320,0.921275
0.396748,0.017377,0.191909,0.004832,0.114756,0.081858,0.060290,0.260008,0.015169,0.000512,0.001536,0.000960,0.000544,0.896891
0.394636,0.017377,0.192229,0.004832,0.126724,0.082371,0.060737,0.272873,0.014592,0.000512,0.001440,0.001024,0.000480,0.907611
0.394923,0.017313,0.191942,0.004832,0.134116,0.108579,0.061314,0.308393,0.015072,0.000512,0.001440,0.000896,0.000352,0.942619
0.395820,0.017345,0.191973,0.004801,0.114051,0.081474,0.059874,0.258343,0.014977,0.000480,0.001440,0.001088,0.000352,0.893403
0.395724,0.017184,0.191974,0.004832,0.110403,0.080899,0.060514,0.254568,0.015232,0.000544,0.001408,0.000992,0.000288,0.889626
0.393644,0.017537,0.191909,0.004832,0.110563,0.078306,0.063746,0.255591,0.014817,0.000480,0.001568,0.000992,0.000288,0.888251
0.411852,0.017569,0.191941,0.004832,0.110244,0.089954,0.069250,0.272457,0.014464,0.000480,0.001504,0.001120,0.000256,0.923419
0.394636,0.017344,0.191910,0.004864,0.112515,0.079139,0.064162,0.258984,0.015520,0.000480,0.001504,0.000896,0.000288,0.892922
0.395180,0.017409,0.191589,0.004833,0.108643,0.091042,0.062818,0.265703,0.014625,0.000544,0.001408,0.001024,0.000288,0.899035
0.394956,0.017601,0.192325,0.004832,0.128484,0.089859,0.062306,0.283881,0.015520,0.000512,0.001472,0.000896,0.000256,0.919355
0.395244,0.017505,0.191749,0.004896,0.108708,0.081986,0.061410,0.255240,0.015136,0.000480,0.001441,0.001024,0.000256,0.890011
0.395275,0.017536,0.191558,0.004832,0.113475,0.082947,0.060194,0.259976,0.015072,0.000480,0.001440,0.000992,0.000288,0.895642
0.394220,0.017601,0.191781,0.004993,0.113379,0.081986,0.061218,0.259399,0.014209,0.000480,0.001472,0.000960,0.000352,0.891515
0.412492,0.017505,0.191429,0.004801,0.113795,0.091107,0.065538,0.273512,0.015456,0.000480,0.001536,0.000992,0.000352,0.925403
0.394444,0.017537,0.191781,0.004801,0.114083,0.081986,0.060290,0.259367,0.015105,0.000544,0.001440,0.001152,0.000416,0.893371
0.395180,0.017472,0.191366,0.004896,0.108387,0.080867,0.060610,0.252968,0.014048,0.000480,0.001408,0.000928,0.000352,0.885658
0.394508,0.017568,0.191238,0.004992,0.108387,0.080611,0.085026,0.277032,0.014081,0.000480,0.001440,0.000800,0.000320,0.908987
0.394988,0.017569,0.191397,0.004864,0.107140,0.085666,0.060098,0.255816,0.014784,0.000480,0.001441,0.001056,0.000320,0.889211
0.394156,0.017344,0.191974,0.004832,0.107491,0.081475,0.061698,0.253512,0.014720,0.000480,0.001440,0.001024,0.000288,0.887002
0.395308,0.017344,0.192070,0.004832,0.109763,0.078627,0.059265,0.250664,0.015264,0.000480,0.001472,0.000960,0.000288,0.885274
0.409644,0.017504,0.191462,0.004832,0.106883,0.092739,0.063042,0.265832,0.015296,0.000512,0.001472,0.000992,0.000320,0.915323
0.397036,0.017504,0.192102,0.004832,0.112644,0.084578,0.063650,0.264136,0.015520,0.000673,0.001536,0.001056,0.000384,0.902235
0.395563,0.017376,0.192102,0.004800,0.103651,0.092995,0.060098,0.260008,0.015616,0.000512,0.001472,0.001056,0.000416,0.895578
0.395820,0.017312,0.191910,0.004832,0.110243,0.085954,0.059586,0.258856,0.014240,0.000512,0.001472,0.000928,0.000352,0.892826
0.394444,0.017472,0.191846,0.004864,0.102851,0.092707,0.059714,0.258312,0.015616,0.000512,0.001408,0.000864,0.000288,0.891642
0.394475,0.017441,0.191846,0.004832,0.109283,0.098435,0.064802,0.275368,0.014144,0.000480,0.001472,0.000929,0.000288,0.907323
0.394828,0.017632,0.191206,0.004864,0.103395,0.078435,0.060737,0.245479,0.015297,0.000480,0.001504,0.000960,0.000288,0.878330
0.394188,0.017633,0.204998,0.004928,0.101891,0.080834,0.057762,0.243495,0.014241,0.000416,0.001408,0.000832,0.000256,0.888571
0.394828,0.017281,0.191749,0.004800,0.106692,0.097827,0.064481,0.272169,0.015392,0.000512,0.001472,0.000864,0.000352,0.906011
0.397676,0.017344,0.192518,0.004864,0.099779,0.092099,0.059874,0.254920,0.015360,0.000448,0.001408,0.000800,0.000288,0.891674
0.394923,0.017601,0.191398,0.004832,0.113987,0.092035,0.063938,0.272936,0.014208,0.000544,0.001504,0.000960,0.000352,0.905626
0.410220,0.017440,0.192166,0.004832,0.118820,0.087874,0.062562,0.272360,0.015521,0.000480,0.001696,0.001120,0.000384,0.923419
0.394635,0.017857,0.191750,0.004864,0.111459,0.086755,0.061698,0.263272,0.015520,0.000480,0.001472,0.000928,0.000384,0.897498
0.395148,0.017665,0.191845,0.004864,0.111684,0.081826,0.066850,0.263144,0.014369,0.000512,0.001504,0.000832,0.000288,0.897819
0.394828,0.017632,0.191942,0.004832,0.136836,0.089059,0.064290,0.293289,0.014176,0.000512,0.001568,0.001024,0.000288,0.926843
0.394700,0.017536,0.192037,0.004832,0.116356,0.086786,0.062370,0.268520,0.014145,0.000448,0.001536,0.000992,0.000288,0.902043
0.394700,0.017345,0.191845,0.004801,0.115363,0.080994,0.060802,0.259975,0.014273,0.000512,0.001568,0.001024,0.000320,0.892987
0.394636,0.017537,0.192037,0.004800,0.114372,0.081698,0.062114,0.261128,0.014817,0.000480,0.001568,0.000992,0.000384,0.895611
0.412717,0.017504,0.191878,0.004832,0.118948,0.081730,0.064354,0.269096,0.014304,0.000544,0.001536,0.001120,0.000320,0.921404
0.394572,0.017440,0.191622,0.004832,0.118723,0.081091,0.060866,0.263592,0.015296,0.000512,0.001536,0.001152,0.000320,0.898586
0.395403,0.017537,0.191366,0.004896,0.118083,0.082019,0.061634,0.264616,0.014240,0.000544,0.001536,0.001152,0.000320,0.898682
0.394508,0.017440,0.210311,0.005184,0.124643,0.086179,0.063330,0.277288,0.015712,0.000480,0.001440,0.001633,0.000384,0.932252
0.394796,0.017344,0.191974,0.004800,0.113507,0.085795,0.064994,0.267176,0.014848,0.000480,0.001537,0.001056,0.000320,0.900859
0.395468,0.017601,0.192069,0.004832,0.116484,0.082722,0.063106,0.265416,0.015649,0.000544,0.001536,0.001088,0.000352,0.902619
0.394668,0.017376,0.191814,0.004864,0.110691,0.081475,0.066178,0.261384,0.014688,0.000512,0.001472,0.001056,0.000416,0.895098
0.395019,0.017409,0.191334,0.004800,0.124164,0.087586,0.068034,0.282728,0.014337,0.000480,0.001504,0.001216,0.000320,0.916507
0.394796,0.017600,0.192070,0.004768,0.122788,0.086690,0.066562,0.278920,0.014785,0.000512,0.001504,0.001088,0.000352,0.913435
0.395596,0.017312,0.191590,0.004800,0.118947,0.088131,0.065282,0.275400,0.014497,0.000480,0.001536,0.001152,0.000288,0.909595
0.394284,0.017537,0.216806,0.004992,0.127812,0.087939,0.092675,0.311242,0.015136,0.000512,0.001504,0.001088,0.000288,0.971293
0.394699,0.017376,0.192006,0.004896,0.115811,0.081091,0.060866,0.260552,0.015168,0.000544,0.001440,0.001024,0.000288,0.894938
0.394732,0.017312,0.191590,0.004864,0.098787,0.080674,0.060290,0.243015,0.015073,0.000480,0.001536,0.001120,0.000320,0.877754
0.394956,0.017472,0.191430,0.004832,0.117284,0.087970,0.063746,0.271816,0.014817,0.000512,0.001536,0.001120,0.000416,0.906523
0.394604,0.017344,0.191462,0.004896,0.112419,0.082147,0.060962,0.258408,0.014272,0.000480,0.001504,0.000992,0.000352,0.891642
0.394860,0.017248,0.191622,0.004864,0.110852,0.082082,0.063362,0.259272,0.014336,0.000480,0.001344,0.001120,0.000353,0.892731
0.395372,0.017504,0.191654,0.004832,0.114788,0.081442,0.061058,0.260360,0.015392,0.000736,0.001504,0.001024,0.000416,0.896538
0.416588,0.017280,0.191782,0.004800,0.118083,0.087267,0.064482,0.272808,0.015552,0.000544,0.001537,0.001024,0.000288,0.929468
0.394796,0.017441,0.191653,0.004832,0.116836,0.081538,0.061250,0.262536,0.014273,0.000480,0.001568,0.000992,0.000288,0.895739
0.394444,0.017409,0.191237,0.004800,0.112868,0.081346,0.060258,0.257288,0.014176,0.000480,0.001505,0.000992,0.000320,0.889819
0.393899,0.017729,0.191653,0.004833,0.120259,0.086947,0.063106,0.273160,0.033889,0.000576,0.001728,0.001024,0.000288,0.926139
0.394316,0.017472,0.191622,0.004864,0.112164,0.083810,0.060674,0.259912,0.014240,0.000448,0.001536,0.001024,0.000288,0.892475
0.394924,0.017505,0.191813,0.004864,0.116036,0.080098,0.061506,0.260776,0.015265,0.000512,0.001536,0.001120,0.000352,0.896251
0.394540,0.017537,0.191557,0.004801,0.118787,0.082691,0.063393,0.268424,0.014592,0.000448,0.001408,0.001056,0.000352,0.902907
0.416268,0.017441,0.192038,0.004896,0.114691,0.079843,0.062369,0.260040,0.015296,0.000480,0.001504,0.001056,0.000512,0.916731
0.394988,0.017537,0.191717,0.004961,0.115619,0.087971,0.064674,0.271912,0.015040,0.000704,0.001536,0.001600,0.000416,0.907739
0.394828,0.017568,0.191526,0.004832,0.115331,0.086467,0.064034,0.268872,0.015200,0.000576,0.001536,0.001057,0.000416,0.903675
0.394252,0.017409,0.191525,0.004800,0.109604,0.083938,0.081027,0.277865,0.015680,0.000512,0.001504,0.001056,0.000416,0.912187
0.394795,0.017473,0.191749,0.004929,0.111651,0.080578,0.061442,0.257095,0.015585,0.000512,0.001536,0.001056,0.000384,0.891578
0.394252,0.017473,0.191461,0.004800,0.114819,0.088195,0.063201,0.268968,0.014305,0.000480,0.001536,0.000992,0.000320,0.901147
0.394252,0.017408,0.191718,0.004960,0.112675,0.086371,0.063362,0.265640,0.015488,0.000480,0.001536,0.001120,0.000384,0.899994
0.410476,0.017664,0.191494,0.004960,0.115043,0.087587,0.063330,0.269000,0.014976,0.000512,0.001504,0.001120,0.000416,0.919516
0.399852,0.018144,0.193638,0.004800,0.141732,0.086083,0.067010,0.299177,0.015488,0.000736,0.001473,0.002432,0.000448,0.946332
0.397708,0.017792,0.193926,0.004768,0.121668,0.084258,0.065314,0.274696,0.015521,0.000576,0.001536,0.001408,0.000672,0.916827
0.397196,0.017665,0.192069,0.004800,0.143205,0.088962,0.063586,0.299305,0.015169,0.000544,0.001504,0.001376,0.000384,0.937404
0.396043,0.017793,0.192262,0.004800,0.114531,0.082563,0.063042,0.263368,0.014688,0.000544,0.001472,0.001056,0.000384,0.899802
0.395564,0.017824,0.192070,0.004896,0.118052,0.088386,0.063586,0.273256,0.014657,0.000512,0.001504,0.001056,0.000352,0.908955
0.395531,0.017409,0.191622,0.004832,0.117635,0.084771,0.062274,0.268104,0.014528,0.000512,0.001472,0.001024,0.000384,0.902618
0.397035,0.017600,0.191782,0.004832,0.117667,0.087203,0.060994,0.269192,0.014496,0.000512,0.001504,0.000992,0.000384,0.905594
0.395436,0.017441,0.191717,0.004833,0.114243,0.083394,0.062146,0.263047,0.014337,0.000480,0.001504,0.001024,0.000352,0.897243
0.395404,0.017505,0.191749,0.005025,0.111843,0.099011,0.060738,0.274792,0.014240,0.000544,0.001440,0.001056,0.000448,0.908891
0.395340,0.017601,0.208102,0.005184,0.122724,0.087074,0.064578,0.277544,0.014305,0.000512,0.001472,0.001120,0.000384,0.928796
0.396107,0.017505,0.191302,0.004896,0.120227,0.080547,0.062466,0.266760,0.014528,0.000480,0.001568,0.001184,0.000864,0.904090
0.396428,0.017600,0.191590,0.004768,0.114276,0.088194,0.069282,0.274952,0.015265,0.000512,0.001408,0.000992,0.000384,0.911227
0.396299,0.017537,0.191398,0.004992,0.115267,0.087299,0.066178,0.271720,0.014304,0.000512,0.001472,0.000992,0.000448,0.906554
0.395084,0.017856,0.191942,0.004864,0.113731,0.081699,0.061090,0.259720,0.014400,0.000480,0.001376,0.000992,0.000448,0.893754
