Layer[0],Layer[1],Layer[2],Layer[3],TEE[4-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416176,0.017985,0.202312,0.004960,0.239305,0.000896,0.014336,0.000608,0.001504,0.001024,0.000352,0.909539
0.416657,0.017793,0.202216,0.005312,0.262602,0.001024,0.014913,0.000416,0.001472,0.001152,0.000352,0.933509
0.420272,0.017793,0.204328,0.005280,0.232457,0.001024,0.014753,0.000416,0.001408,0.001152,0.000352,0.908995
0.418449,0.017824,0.203112,0.005313,0.230025,0.000832,0.014528,0.000576,0.001472,0.001120,0.000352,0.903427
0.420081,0.017504,0.202216,0.005216,0.226313,0.000832,0.014433,0.000384,0.002016,0.001088,0.000352,0.899331
0.433713,0.017921,0.202504,0.005248,0.230025,0.000896,0.013985,0.000416,0.001440,0.001056,0.000416,0.917220
0.417264,0.017729,0.202664,0.004864,0.232137,0.000896,0.014113,0.000384,0.001504,0.001088,0.000352,0.902019
0.420368,0.017761,0.202440,0.004896,0.234762,0.000864,0.014432,0.000384,0.001472,0.001056,0.000384,0.907555
0.420144,0.017953,0.202568,0.004992,0.259786,0.000992,0.014401,0.000352,0.001536,0.001024,0.000416,0.934148
0.417841,0.017696,0.202344,0.005153,0.228328,0.000864,0.014912,0.000384,0.001568,0.001056,0.000320,0.899843
0.420081,0.017760,0.202792,0.005313,0.228265,0.001184,0.015424,0.000416,0.001760,0.001344,0.000448,0.903908
0.420497,0.017856,0.202792,0.005313,0.233993,0.000960,0.014752,0.000641,0.001504,0.001440,0.000320,0.910084
0.420881,0.017665,0.202760,0.004896,0.231145,0.000832,0.014977,0.000384,0.001568,0.001408,0.000352,0.906404
0.420241,0.017504,0.202920,0.005249,0.235753,0.000896,0.014689,0.000384,0.001696,0.001216,0.000384,0.910180
0.420112,0.017633,0.203048,0.005312,0.231977,0.000832,0.014785,0.000352,0.001440,0.001120,0.000384,0.906339
0.420368,0.017792,0.221449,0.005504,0.229289,0.001120,0.014145,0.000448,0.001440,0.001024,0.000384,0.922308
0.418032,0.017824,0.205544,0.004897,0.237673,0.000992,0.014625,0.000416,0.001952,0.001312,0.000352,0.913860
0.420848,0.017729,0.203976,0.004864,0.255466,0.000992,0.015105,0.000384,0.001568,0.001472,0.000384,0.932645
0.421424,0.018401,0.203208,0.004800,0.236265,0.001024,0.013953,0.000416,0.001536,0.001120,0.000352,0.911491
0.420272,0.017665,0.203432,0.005376,0.232201,0.000928,0.014689,0.000608,0.001568,0.001024,0.000448,0.907011
0.415504,0.017889,0.202792,0.005280,0.219848,0.001152,0.014368,0.000576,0.001472,0.000992,0.000384,0.889154
0.420945,0.017569,0.202504,0.005216,0.247530,0.000896,0.014240,0.000416,0.001568,0.001024,0.000417,0.921733
0.432657,0.017857,0.202888,0.005312,0.238121,0.001056,0.014273,0.000384,0.001504,0.001280,0.000608,0.924932
0.415952,0.017473,0.202216,0.005248,0.230089,0.000896,0.014080,0.000384,0.001505,0.000992,0.000384,0.898308
0.415664,0.018401,0.202856,0.004800,0.223657,0.001024,0.014209,0.000608,0.001504,0.001024,0.000576,0.892995
0.420560,0.017729,0.202504,0.004864,0.228713,0.000992,0.015553,0.000448,0.001504,0.001056,0.000384,0.902947
0.416369,0.017697,0.202663,0.005248,0.237993,0.001184,0.014145,0.000640,0.001664,0.001120,0.000384,0.908452
0.415985,0.017568,0.202376,0.005248,0.231402,0.000928,0.013952,0.000416,0.001472,0.001280,0.000352,0.899587
0.416848,0.017889,0.202600,0.005344,0.237994,0.000960,0.014272,0.000416,0.001472,0.001088,0.000385,0.908484
0.452882,0.017985,0.203624,0.005280,0.243370,0.001120,0.014304,0.000384,0.001472,0.001248,0.000384,0.950949
0.420561,0.017697,0.202631,0.004896,0.230857,0.000864,0.014592,0.000448,0.001409,0.001376,0.000384,0.905124
0.415920,0.017921,0.203752,0.005248,0.230153,0.001024,0.013953,0.000448,0.001472,0.001440,0.000416,0.901347
0.420336,0.017665,0.202472,0.005248,0.258538,0.000896,0.014593,0.000448,0.001504,0.001056,0.000576,0.932132
0.420912,0.017888,0.202280,0.005216,0.228329,0.000896,0.014721,0.000416,0.001472,0.001120,0.000384,0.902307
0.419344,0.017409,0.202472,0.005248,0.225385,0.001248,0.014273,0.000352,0.001472,0.000992,0.000512,0.896323
0.420016,0.017569,0.202952,0.005248,0.228745,0.001216,0.014401,0.000608,0.001536,0.001088,0.000384,0.902499
0.433681,0.017697,0.202152,0.005280,0.230889,0.001088,0.014241,0.000448,0.001472,0.000992,0.000608,0.917924
0.420977,0.017600,0.201895,0.005345,0.221128,0.000960,0.014273,0.000384,0.001440,0.000992,0.000608,0.894755
0.416369,0.017889,0.202407,0.005344,0.229129,0.001024,0.014112,0.000448,0.001504,0.001025,0.000384,0.898340
0.415952,0.018049,0.202088,0.005312,0.245738,0.000896,0.013953,0.000640,0.001472,0.001024,0.000320,0.914884
0.420656,0.017921,0.202504,0.005280,0.228841,0.000864,0.014145,0.000416,0.001408,0.000992,0.000384,0.901923
0.419825,0.017921,0.202472,0.005280,0.231689,0.000960,0.014113,0.000576,0.001536,0.000992,0.000384,0.905572
0.420336,0.017600,0.202216,0.005312,0.232105,0.000864,0.014240,0.000384,0.001536,0.001056,0.000352,0.904739
0.435377,0.017729,0.202504,0.005248,0.227497,0.001024,0.014465,0.000384,0.001504,0.001088,0.000352,0.916004
0.414864,0.017697,0.202472,0.005280,0.228617,0.000864,0.014113,0.000448,0.001504,0.001120,0.000352,0.895875
0.420624,0.017729,0.202184,0.005312,0.230281,0.000928,0.013985,0.000384,0.001536,0.001024,0.000384,0.902467
0.415729,0.017792,0.202376,0.005313,0.254186,0.000928,0.014528,0.000448,0.001504,0.001088,0.000384,0.923748
0.421744,0.017729,0.202280,0.005248,0.222729,0.001024,0.014273,0.000352,0.001376,0.000864,0.000352,0.896387
0.420432,0.017633,0.201896,0.004864,0.232105,0.000929,0.014048,0.000352,0.001536,0.001056,0.000608,0.904387
0.420401,0.017664,0.202600,0.005473,0.217256,0.000928,0.014657,0.000416,0.001536,0.001056,0.000352,0.890979
0.435057,0.017953,0.202120,0.005056,0.235657,0.000864,0.014081,0.000384,0.001536,0.000992,0.000576,0.923076
0.416081,0.017440,0.203080,0.005281,0.236329,0.000896,0.014433,0.000448,0.001568,0.001120,0.000352,0.906404
0.420720,0.017761,0.202248,0.005344,0.228969,0.000992,0.014049,0.000384,0.001536,0.000992,0.000608,0.902820
0.416496,0.017537,0.203176,0.005312,0.258506,0.001024,0.014272,0.000416,0.001536,0.001024,0.000320,0.929348
0.421040,0.017473,0.203016,0.005248,0.230089,0.000928,0.014081,0.000416,0.001568,0.001184,0.000608,0.904483
0.420145,0.017568,0.202536,0.005217,0.218312,0.000992,0.014241,0.000416,0.001632,0.001152,0.000448,0.890595
0.420401,0.017728,0.202664,0.005057,0.257194,0.000864,0.014240,0.000384,0.001472,0.001088,0.000384,0.929957
0.438865,0.017729,0.202248,0.005248,0.254538,0.000832,0.014176,0.000608,0.001568,0.001056,0.000416,0.945989
0.419088,0.018209,0.203400,0.004896,0.228425,0.000864,0.015457,0.000416,0.001408,0.001088,0.000384,0.901795
0.420017,0.017601,0.203079,0.005089,0.226825,0.000928,0.014048,0.000384,0.001408,0.000960,0.000384,0.899715
0.416208,0.017889,0.202760,0.005216,0.251530,0.001024,0.014081,0.000384,0.001504,0.001120,0.000352,0.920932
0.415888,0.017537,0.202504,0.005280,0.247530,0.000896,0.014049,0.000416,0.001536,0.001056,0.000384,0.916804
0.415824,0.017760,0.203656,0.005216,0.230249,0.000928,0.014400,0.000384,0.001536,0.000928,0.000384,0.899875
0.415569,0.017761,0.202023,0.005345,0.233609,0.000896,0.014112,0.000384,0.001472,0.001120,0.000640,0.901380
0.432753,0.017889,0.203144,0.004896,0.231625,0.000896,0.014305,0.000416,0.001440,0.001024,0.000384,0.917796
0.415856,0.017729,0.202248,0.004832,0.223529,0.000960,0.014592,0.000416,0.001377,0.000992,0.000352,0.891075
0.415984,0.017537,0.202600,0.005248,0.242505,0.000864,0.014017,0.000416,0.001376,0.001152,0.000384,0.910851
0.419953,0.017537,0.222280,0.005280,0.227529,0.000864,0.014080,0.000416,0.001568,0.001056,0.000352,0.920645
0.415920,0.017601,0.202312,0.005312,0.223209,0.000928,0.014209,0.000384,0.001440,0.001024,0.000384,0.891683
0.420048,0.017760,0.202344,0.004832,0.230089,0.000993,0.013952,0.000384,0.001408,0.001024,0.000352,0.901699
0.414480,0.017537,0.202696,0.005312,0.226185,0.001024,0.014624,0.000416,0.001472,0.001184,0.000352,0.893603
0.435825,0.017537,0.202280,0.005312,0.238762,0.000864,0.014432,0.000384,0.001536,0.001057,0.000352,0.927941
0.417616,0.017729,0.202536,0.005056,0.226985,0.000832,0.015585,0.000416,0.001440,0.000992,0.000576,0.897475
0.420657,0.017728,0.201896,0.005313,0.236265,0.000832,0.014016,0.000416,0.001537,0.000992,0.000576,0.908484
0.415632,0.017601,0.220552,0.005569,0.235177,0.000832,0.014304,0.000448,0.001441,0.000992,0.000544,0.921988
0.420273,0.017633,0.202120,0.005248,0.226505,0.000928,0.014048,0.000416,0.001441,0.001088,0.000640,0.898660
0.415792,0.017761,0.204296,0.004864,0.221289,0.000928,0.014081,0.000416,0.001440,0.001056,0.000576,0.891651
0.416016,0.017793,0.202408,0.005280,0.220936,0.000864,0.014176,0.000384,0.001504,0.001024,0.000352,0.888994
0.453874,0.017536,0.202024,0.005377,0.226409,0.000960,0.014400,0.000576,0.001440,0.000992,0.000576,0.933188
0.415696,0.017793,0.202728,0.005280,0.231017,0.000864,0.014049,0.000416,0.001504,0.001088,0.000352,0.899299
