Layer[0],IN[1],INFER[1-4],OUT[4],TEE[1-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.394572,0.163045,0.588273,0.067074,0.821944,0.000800,0.014273,0.000832,0.001472,0.001056,0.000352,1.242661
0.395436,0.163877,0.606066,0.071138,0.845433,0.000800,0.014529,0.000832,0.001504,0.001056,0.000352,1.266534
0.394764,0.145540,0.585682,0.066850,0.801880,0.000768,0.014688,0.000640,0.001504,0.001088,0.000384,1.221764
0.396780,0.153380,0.587666,0.068930,0.813624,0.000800,0.014720,0.000608,0.001792,0.000992,0.000416,1.237349
0.410348,0.161765,0.596146,0.067490,0.829273,0.001152,0.014816,0.000896,0.001409,0.001184,0.000384,1.265734
0.395724,0.161541,0.587377,0.063522,0.817816,0.000736,0.014689,0.000608,0.001376,0.001024,0.000352,1.239269
0.395244,0.171941,0.605554,0.074915,0.856538,0.000864,0.014880,0.000864,0.001504,0.001120,0.000416,1.276998
0.395372,0.165061,0.586993,0.062146,0.818232,0.001152,0.014465,0.000608,0.001568,0.001056,0.000416,1.239397
0.394572,0.165893,0.586417,0.062306,0.819256,0.000736,0.014785,0.000832,0.001568,0.001056,0.000480,1.240101
0.395724,0.166373,0.605778,0.075746,0.851577,0.000768,0.014432,0.000864,0.001504,0.001120,0.000384,1.273222
0.394924,0.163748,0.601297,0.064802,0.833752,0.000736,0.014465,0.000640,0.001440,0.001056,0.000416,1.253669
0.395435,0.149189,0.587793,0.068130,0.808984,0.000672,0.014657,0.000864,0.001504,0.001216,0.000384,1.230180
0.411981,0.163717,0.597361,0.072835,0.837689,0.001152,0.014272,0.000608,0.001440,0.001024,0.000352,1.275174
0.394891,0.165925,0.587090,0.067586,0.824249,0.000736,0.014208,0.000576,0.001472,0.001056,0.000416,1.244516
0.395628,0.156709,0.604434,0.084162,0.849305,0.001216,0.015297,0.000608,0.001472,0.001152,0.000384,1.274054
0.396331,0.169861,0.596849,0.063874,0.834937,0.000704,0.014337,0.000864,0.001408,0.001120,0.000448,1.256805
0.394731,0.164837,0.585106,0.067714,0.821177,0.000768,0.014336,0.000832,0.001440,0.001024,0.000384,1.240740
0.395019,0.149572,0.602642,0.072706,0.829337,0.000768,0.014113,0.000832,0.001472,0.001344,0.000448,1.249861
0.395436,0.166533,0.588049,0.062914,0.821304,0.001120,0.014560,0.000865,0.001504,0.001088,0.000384,1.243685
0.394828,0.160357,0.599634,0.068162,0.831929,0.000704,0.014432,0.000608,0.001504,0.001024,0.000384,1.251589
0.423468,0.164005,0.596050,0.071298,0.835065,0.001120,0.014688,0.000608,0.001408,0.000992,0.000352,1.285062
0.394475,0.190214,0.587025,0.060961,0.842233,0.001248,0.014369,0.000608,0.001408,0.001056,0.000384,1.261893
0.394732,0.148676,0.598994,0.081955,0.833849,0.000704,0.014592,0.000640,0.001440,0.000992,0.000384,1.254309
0.394732,0.190022,0.592145,0.061793,0.847513,0.000800,0.014465,0.000832,0.001536,0.001216,0.000384,1.268262
0.395404,0.170757,0.596626,0.070306,0.841689,0.001184,0.014880,0.000608,0.001472,0.000992,0.000384,1.265414
0.396012,0.169381,0.606194,0.076930,0.856505,0.000800,0.014433,0.000864,0.001440,0.001024,0.000480,1.278758
0.395340,0.155685,0.584977,0.068770,0.813560,0.000800,0.014369,0.000672,0.001440,0.001120,0.000416,1.233893
0.394891,0.160837,0.598354,0.067522,0.830553,0.001248,0.014689,0.000640,0.001504,0.001024,0.000416,1.251397
0.412268,0.175973,0.599154,0.068994,0.847865,0.000800,0.014752,0.000608,0.001536,0.001120,0.000384,1.286502
0.395244,0.168293,0.598897,0.070435,0.841497,0.000768,0.014464,0.000672,0.001408,0.001024,0.000352,1.262597
0.395852,0.170501,0.630547,0.085506,0.890554,0.000768,0.014945,0.000608,0.001440,0.001056,0.000416,1.313671
0.394956,0.168837,0.587217,0.063554,0.823352,0.000800,0.014657,0.000576,0.001408,0.001056,0.000384,1.243877
0.395211,0.168709,0.589169,0.063682,0.825656,0.001216,0.014817,0.000608,0.001440,0.001120,0.000480,1.247909
0.394700,0.177605,0.595314,0.067266,0.844249,0.000736,0.014625,0.000640,0.001440,0.001024,0.000448,1.265798
0.395052,0.160965,0.588081,0.069858,0.822777,0.000768,0.014272,0.000608,0.001408,0.001088,0.000384,1.243365
0.395052,0.170309,0.584978,0.067330,0.826329,0.001152,0.014976,0.000832,0.001472,0.001024,0.000384,1.248069
0.395851,0.171589,0.589169,0.070210,0.835673,0.000768,0.014465,0.000608,0.001504,0.001088,0.000480,1.257605
0.395020,0.164709,0.586257,0.063746,0.818392,0.001056,0.015041,0.000640,0.001504,0.001024,0.000416,1.239589
