Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],IN[7],INFER[7-8],OUT[8],TEE[7-8],Layer[9],Layer[10],classifier
0.414637,0.017760,0.191590,0.005440,0.047041,0.000864,0.013793,0.107555,0.043521,0.062722,0.216774,0.001344,0.000352,0.916507
0.395916,0.017697,0.191973,0.004896,0.047266,0.000832,0.013728,0.106147,0.036065,0.060706,0.205510,0.001472,0.000448,0.886586
0.395948,0.017728,0.192678,0.005152,0.047010,0.000608,0.013760,0.107683,0.034273,0.063362,0.208294,0.001280,0.000352,0.889754
0.395148,0.017504,0.191750,0.004960,0.046945,0.000832,0.013473,0.103459,0.060194,0.080098,0.248871,0.001216,0.000416,0.928827
0.394924,0.017664,0.191430,0.005280,0.046945,0.000576,0.013696,0.105283,0.035617,0.062466,0.206182,0.001280,0.000352,0.884794
0.396556,0.017633,0.192325,0.004865,0.047105,0.000832,0.013792,0.108868,0.043041,0.064994,0.219687,0.001216,0.000480,0.900859
0.395340,0.017696,0.192070,0.005280,0.047522,0.000864,0.013760,0.109411,0.035361,0.059874,0.207878,0.001504,0.000416,0.889978
0.413292,0.017569,0.193542,0.005344,0.047745,0.000736,0.014017,0.104931,0.036481,0.061090,0.205670,0.001440,0.000288,0.905947
0.396012,0.017760,0.192102,0.005056,0.047170,0.000832,0.013888,0.104931,0.036897,0.059586,0.204422,0.001312,0.000352,0.884762
0.396844,0.017345,0.191653,0.004896,0.047074,0.000608,0.013888,0.098531,0.041185,0.069699,0.212455,0.001472,0.000256,0.892379
0.396236,0.017440,0.192646,0.005120,0.047362,0.000512,0.013632,0.097763,0.035457,0.060930,0.197158,0.001280,0.000256,0.878138
0.396460,0.017696,0.191622,0.004960,0.047138,0.000640,0.013792,0.105635,0.034945,0.063458,0.206758,0.001408,0.000480,0.887674
0.395500,0.017729,0.191877,0.005120,0.047074,0.000832,0.013984,0.106435,0.034081,0.061090,0.204422,0.001248,0.000384,0.885050
0.398027,0.017792,0.191526,0.005280,0.047041,0.001056,0.013697,0.104515,0.034177,0.058754,0.201798,0.001376,0.000352,0.883930
0.395532,0.017920,0.205350,0.005057,0.046945,0.000832,0.013696,0.125348,0.033377,0.058306,0.219975,0.001184,0.000384,0.913307
0.395116,0.017760,0.192422,0.005184,0.047041,0.001025,0.013792,0.106883,0.042241,0.063586,0.215718,0.001472,0.000352,0.896186
0.397868,0.017633,0.192454,0.005088,0.047041,0.000832,0.014081,0.109507,0.033857,0.058690,0.205254,0.001440,0.000480,0.889243
0.396491,0.017729,0.192326,0.005120,0.047329,0.001088,0.013857,0.108483,0.042145,0.060898,0.214406,0.001504,0.000448,0.897274
0.395948,0.017568,0.192454,0.005152,0.047042,0.000896,0.013728,0.105475,0.032513,0.058114,0.199014,0.001760,0.000384,0.880762
0.397516,0.017504,0.192102,0.004864,0.047106,0.000800,0.013792,0.101891,0.033345,0.057890,0.196006,0.001376,0.000704,0.878202
0.395308,0.017537,0.192261,0.005121,0.047169,0.000832,0.013824,0.106596,0.035809,0.059073,0.204486,0.001600,0.000480,0.885083
0.394604,0.017505,0.210982,0.005344,0.047010,0.000800,0.013536,0.110179,0.040833,0.061954,0.215814,0.001280,0.000384,0.914619
0.395980,0.017760,0.191910,0.005216,0.047170,0.000832,0.013888,0.108963,0.035425,0.060994,0.208390,0.001312,0.000384,0.889722
0.396460,0.017505,0.192709,0.005312,0.047138,0.000608,0.013792,0.108676,0.041953,0.067458,0.221255,0.001408,0.000416,0.903867
0.394636,0.017280,0.192070,0.004864,0.047010,0.000608,0.013696,0.111139,0.035649,0.060034,0.209670,0.001344,0.000384,0.888250
0.395564,0.017792,0.191782,0.005312,0.047041,0.001056,0.013761,0.108707,0.035425,0.060482,0.207590,0.001472,0.000384,0.888698
0.394796,0.017504,0.191590,0.004832,0.047010,0.000576,0.013856,0.108611,0.035745,0.058754,0.206150,0.001760,0.000384,0.885786
0.395724,0.017761,0.191461,0.004896,0.047554,0.000608,0.013920,0.113316,0.036321,0.060802,0.213319,0.001440,0.000704,0.894651
0.395244,0.017728,0.207174,0.005344,0.047138,0.000832,0.013536,0.107843,0.037729,0.060513,0.208902,0.001217,0.000416,0.904763
0.394827,0.017313,0.192134,0.004864,0.046881,0.000832,0.013761,0.104067,0.032449,0.061153,0.200453,0.001280,0.000384,0.879386
0.394539,0.017537,0.191493,0.004801,0.047105,0.000672,0.014016,0.109732,0.042401,0.068290,0.223399,0.001312,0.000640,0.902458
0.395019,0.017505,0.191717,0.005056,0.047233,0.000832,0.013953,0.106691,0.033697,0.057665,0.201093,0.001441,0.000640,0.881434
0.396620,0.017792,0.191622,0.005280,0.047458,0.000576,0.013824,0.114596,0.036513,0.059585,0.213990,0.001409,0.000384,0.895867
0.394540,0.017985,0.191493,0.004865,0.047009,0.000608,0.013792,0.107012,0.036385,0.062658,0.208999,0.001440,0.000320,0.887579
0.395115,0.017537,0.191462,0.004928,0.046977,0.000608,0.013633,0.107555,0.035393,0.063106,0.208838,0.001312,0.000384,0.887898
0.395051,0.017729,0.204870,0.005408,0.047138,0.000864,0.013632,0.106787,0.041217,0.060322,0.211558,0.001344,0.000416,0.905818
0.394923,0.017697,0.191174,0.005312,0.047489,0.000576,0.013793,0.113027,0.034017,0.057698,0.208006,0.001376,0.000384,0.889146
0.395276,0.017792,0.191494,0.005280,0.047074,0.000608,0.013760,0.110531,0.036065,0.060642,0.210182,0.001472,0.000320,0.890138
0.396620,0.017569,0.191941,0.005057,0.047137,0.000576,0.013728,0.109732,0.036193,0.060098,0.209031,0.001472,0.000384,0.891003
0.394732,0.017888,0.191494,0.004960,0.047073,0.000800,0.013793,0.109219,0.042337,0.060674,0.215078,0.001472,0.000480,0.894394
0.395116,0.017473,0.191429,0.005312,0.046978,0.000864,0.013760,0.103587,0.032961,0.057602,0.197062,0.001472,0.000512,0.877850
0.394412,0.017696,0.191590,0.005248,0.047074,0.000832,0.013792,0.107939,0.035905,0.058018,0.204966,0.001408,0.000416,0.884250
0.394796,0.017600,0.210503,0.005280,0.047425,0.000800,0.013505,0.105699,0.035521,0.057890,0.202022,0.001280,0.000352,0.902875
0.394860,0.017216,0.191942,0.005120,0.047042,0.000608,0.013856,0.111043,0.035937,0.059106,0.208902,0.001312,0.000384,0.888346
0.396012,0.017441,0.192101,0.004833,0.046945,0.001024,0.013472,0.108292,0.032705,0.056129,0.200006,0.001344,0.000384,0.881178
0.396044,0.017728,0.192230,0.005312,0.047074,0.000832,0.013792,0.107235,0.044898,0.065122,0.220167,0.001408,0.000480,0.902267
0.411756,0.017600,0.192070,0.005024,0.047138,0.000832,0.013728,0.109539,0.035873,0.059298,0.207846,0.001408,0.000416,0.905114
0.395372,0.017569,0.191909,0.005120,0.047266,0.000832,0.013792,0.105667,0.036066,0.059201,0.203974,0.001536,0.000416,0.884122
0.395628,0.017473,0.192997,0.005345,0.047233,0.000608,0.013536,0.104739,0.042434,0.060898,0.210919,0.001472,0.000352,0.892219
0.395084,0.017697,0.192485,0.005409,0.062817,0.000833,0.013632,0.106563,0.035937,0.059330,0.204806,0.001696,0.000416,0.902395
0.395372,0.017792,0.191910,0.005056,0.047074,0.000960,0.013664,0.102467,0.032641,0.055938,0.194054,0.001568,0.000416,0.875290
0.395819,0.017537,0.192326,0.005088,0.047137,0.000800,0.014049,0.111267,0.037409,0.060098,0.212070,0.001408,0.000416,0.893690
0.395116,0.017824,0.192454,0.005248,0.047265,0.000801,0.013728,0.110371,0.036129,0.064258,0.213670,0.001472,0.000448,0.895258
0.415020,0.017568,0.191686,0.004864,0.046913,0.000864,0.013825,0.109379,0.042721,0.062242,0.217350,0.001504,0.000512,0.917467
0.394700,0.017728,0.191686,0.004864,0.046978,0.000832,0.013728,0.108035,0.035329,0.059394,0.205926,0.001216,0.000352,0.884858
0.394988,0.017664,0.191366,0.004896,0.047298,0.000640,0.013792,0.112611,0.035906,0.059713,0.211526,0.001600,0.000608,0.892218
0.396268,0.017568,0.192454,0.005280,0.047233,0.000609,0.013888,0.133220,0.035041,0.059522,0.231559,0.001696,0.000384,0.915131
0.396236,0.017696,0.192614,0.005440,0.047649,0.000864,0.013984,0.109987,0.035777,0.060802,0.209670,0.001664,0.000416,0.892954
0.394860,0.017760,0.191718,0.005088,0.047393,0.000864,0.014177,0.106691,0.035841,0.061346,0.207142,0.001792,0.000384,0.887674
0.395211,0.017600,0.192070,0.005088,0.048129,0.000832,0.013729,0.104963,0.036609,0.058914,0.203750,0.001472,0.000384,0.884634
0.416556,0.017536,0.192069,0.005312,0.048002,0.000832,0.014048,0.112036,0.037185,0.059809,0.212391,0.001472,0.000640,0.915515
0.394444,0.017536,0.191654,0.004832,0.047842,0.001088,0.014048,0.108227,0.042658,0.061729,0.215750,0.001601,0.000384,0.895451
0.395979,0.017953,0.191366,0.004800,0.047425,0.000640,0.013921,0.106179,0.038305,0.059618,0.206918,0.001664,0.000320,0.887994
0.395947,0.017761,0.191462,0.004928,0.047137,0.001056,0.013761,0.130980,0.040545,0.063298,0.238215,0.001664,0.000480,0.919227
0.395627,0.017505,0.191558,0.005344,0.047073,0.000608,0.013825,0.107043,0.036129,0.060514,0.206630,0.001408,0.000416,0.886554
0.398123,0.017504,0.191302,0.005088,0.047073,0.000800,0.013761,0.111395,0.035521,0.060706,0.210982,0.001504,0.000448,0.894010
0.396108,0.017504,0.192230,0.005088,0.047426,0.000832,0.013920,0.112131,0.035649,0.059906,0.210918,0.001504,0.000384,0.892922
0.412621,0.017600,0.191974,0.005312,0.047233,0.001025,0.013856,0.107427,0.036225,0.060002,0.206694,0.001632,0.000448,0.905243
0.395659,0.017953,0.191398,0.004800,0.047105,0.000800,0.014049,0.109443,0.035489,0.060258,0.208038,0.001440,0.000448,0.888186
0.395883,0.017664,0.192326,0.005120,0.047201,0.000832,0.013761,0.111299,0.045409,0.061122,0.221030,0.001216,0.000608,0.902682
0.395980,0.017440,0.191878,0.005216,0.047073,0.000832,0.013792,0.109763,0.052866,0.084322,0.250087,0.001280,0.000384,0.930363
0.395852,0.017664,0.191782,0.005280,0.047266,0.000864,0.014080,0.108035,0.035041,0.059234,0.205414,0.001248,0.000480,0.887098
0.394892,0.017728,0.192710,0.005280,0.047106,0.001024,0.013824,0.107491,0.035489,0.060065,0.205830,0.001280,0.000352,0.886362
0.395084,0.017600,0.192006,0.005312,0.047042,0.000800,0.013856,0.109155,0.035521,0.061890,0.209606,0.001728,0.000384,0.890362
0.410637,0.017920,0.191590,0.005312,0.046977,0.001056,0.013889,0.102275,0.035361,0.059810,0.200390,0.001440,0.000384,0.895899
0.394540,0.017761,0.191845,0.005281,0.047201,0.000832,0.013824,0.133540,0.039010,0.059457,0.235239,0.001312,0.000352,0.915611
0.395148,0.017761,0.191877,0.005344,0.047458,0.000832,0.013952,0.114052,0.044385,0.066274,0.227975,0.001600,0.000416,0.910075
0.396172,0.017664,0.191782,0.004928,0.047362,0.000864,0.013792,0.107395,0.035969,0.094435,0.241095,0.001376,0.000416,0.922299
0.396140,0.017760,0.192326,0.005120,0.047041,0.000609,0.013728,0.106691,0.035745,0.060482,0.206022,0.001184,0.000384,0.886874
0.396619,0.017600,0.191526,0.005184,0.047073,0.000864,0.013793,0.102563,0.040193,0.062434,0.208134,0.001280,0.000320,0.888922
0.399435,0.017953,0.199270,0.005024,0.048353,0.000608,0.014145,0.114339,0.037217,0.061954,0.216998,0.001696,0.000416,0.910874
0.413324,0.017601,0.192325,0.005344,0.047394,0.000832,0.014208,0.106531,0.040994,0.069090,0.220231,0.001472,0.000672,0.921275
0.395884,0.017632,0.193734,0.005088,0.047330,0.000832,0.013952,0.108675,0.036641,0.060290,0.208614,0.001312,0.000576,0.891610
0.396972,0.017536,0.192582,0.005344,0.047778,0.000864,0.013632,0.108227,0.034945,0.060130,0.206406,0.001504,0.000320,0.890266
0.397644,0.017728,0.192006,0.005280,0.048482,0.000800,0.013984,0.106499,0.033249,0.085187,0.228263,0.001376,0.000672,0.912923
0.395883,0.017537,0.192774,0.005120,0.047169,0.000864,0.013729,0.104995,0.042433,0.062594,0.213094,0.001312,0.000352,0.894938
0.396460,0.017728,0.192582,0.005216,0.047522,0.001024,0.013952,0.113443,0.035938,0.061377,0.213766,0.001696,0.000385,0.896955
0.395756,0.017665,0.192869,0.004961,0.047713,0.000800,0.013728,0.107588,0.041249,0.060706,0.212615,0.001408,0.000416,0.894427
0.425293,0.017793,0.192293,0.005344,0.047874,0.000800,0.013792,0.109507,0.042113,0.061186,0.215687,0.001408,0.000384,0.927228
0.395628,0.017537,0.191781,0.005184,0.047169,0.001024,0.013824,0.107588,0.035105,0.060769,0.206310,0.001249,0.000352,0.886459
0.395659,0.017633,0.192069,0.004992,0.047041,0.000864,0.013825,0.107747,0.036449,0.063138,0.210374,0.001504,0.000416,0.891450
0.396331,0.017537,0.191910,0.005312,0.047297,0.000864,0.014081,0.111363,0.036161,0.086819,0.237543,0.001344,0.000480,0.920187
0.395756,0.017728,0.191430,0.005280,0.047074,0.000832,0.013984,0.108387,0.044834,0.060866,0.216903,0.001632,0.000384,0.897883
0.396044,0.017473,0.191525,0.005280,0.047010,0.000992,0.013760,0.104707,0.034049,0.057730,0.199302,0.001472,0.000384,0.879706
0.396331,0.017568,0.191590,0.005408,0.047105,0.000832,0.013793,0.109155,0.035329,0.058978,0.206342,0.001152,0.000384,0.887162
0.420684,0.017825,0.191653,0.005089,0.046913,0.000608,0.013824,0.110148,0.042785,0.060674,0.216903,0.001792,0.000352,0.922651
0.399276,0.017536,0.192230,0.005312,0.047393,0.000608,0.013857,0.110819,0.034849,0.059138,0.207878,0.001696,0.000352,0.892698
0.395660,0.017760,0.191622,0.005056,0.047201,0.000640,0.013856,0.109699,0.035681,0.057026,0.205062,0.001408,0.000352,0.885210
0.396619,0.017953,0.191526,0.004896,0.047009,0.000608,0.013761,0.107043,0.032833,0.056801,0.199557,0.001281,0.000320,0.879898
0.396523,0.017729,0.191622,0.005184,0.046977,0.000608,0.013825,0.105891,0.031937,0.059138,0.199878,0.001472,0.000352,0.880762
0.396107,0.017601,0.192422,0.005312,0.047137,0.000800,0.013793,0.106723,0.037633,0.058786,0.206214,0.001728,0.000352,0.887994
0.397803,0.017601,0.193158,0.005312,0.047201,0.000608,0.013825,0.107843,0.034465,0.059170,0.204454,0.001440,0.000384,0.888826
0.396172,0.017761,0.206598,0.005376,0.046881,0.000800,0.013569,0.107395,0.042881,0.063170,0.216454,0.001312,0.000480,0.912283
0.396044,0.017600,0.191654,0.004832,0.046913,0.000608,0.014177,0.104355,0.035617,0.059266,0.202086,0.001344,0.000352,0.882170
0.398220,0.017889,0.193029,0.004928,0.046913,0.000736,0.013824,0.106019,0.042177,0.061282,0.212486,0.001344,0.000352,0.896123
