Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],TEE[6-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415920,0.017953,0.202568,0.005152,0.048162,0.000832,0.197959,0.000704,0.002304,0.001184,0.000352,0.901955
0.416369,0.017568,0.202504,0.005121,0.048545,0.000832,0.193703,0.000800,0.002080,0.001120,0.000384,0.898211
0.417073,0.017760,0.202024,0.005248,0.048706,0.000832,0.187048,0.000576,0.002464,0.001184,0.000576,0.891779
0.418000,0.017761,0.201864,0.005376,0.047874,0.000864,0.192711,0.000832,0.002081,0.001120,0.000352,0.897507
0.417361,0.017536,0.202088,0.005249,0.048001,0.000800,0.190248,0.000608,0.002080,0.001184,0.000576,0.894179
0.416561,0.018176,0.202248,0.005217,0.048321,0.000800,0.187976,0.000672,0.002304,0.001056,0.000576,0.892451
0.416017,0.017505,0.218344,0.005504,0.048290,0.000832,0.195176,0.000576,0.001824,0.001216,0.000576,0.914308
0.415792,0.017633,0.202440,0.005504,0.048034,0.000704,0.184391,0.000832,0.001952,0.001152,0.000576,0.887074
0.416560,0.017569,0.202984,0.005088,0.047650,0.000800,0.189224,0.000640,0.001984,0.001184,0.000576,0.892707
0.416305,0.017696,0.202184,0.005120,0.048066,0.000768,0.189384,0.000544,0.001920,0.001184,0.000352,0.891267
0.415953,0.017824,0.201992,0.005345,0.047137,0.000832,0.201672,0.000832,0.002337,0.001184,0.000384,0.904068
0.416528,0.017761,0.202920,0.005280,0.047906,0.000864,0.194952,0.000768,0.002240,0.001248,0.000352,0.899235
0.416369,0.017696,0.202440,0.005345,0.047457,0.000800,0.203592,0.000769,0.002048,0.001184,0.000384,0.905924
0.416720,0.017505,0.221897,0.005312,0.048002,0.000800,0.188039,0.000864,0.002080,0.001280,0.000608,0.912419
0.416720,0.017825,0.202088,0.005152,0.047682,0.000864,0.207784,0.000832,0.002272,0.001152,0.000384,0.911203
0.416080,0.017473,0.202152,0.005120,0.048354,0.000736,0.196968,0.000768,0.001856,0.001088,0.000416,0.900035
0.415632,0.017473,0.202440,0.005280,0.048066,0.000832,0.205160,0.000800,0.002144,0.001216,0.000384,0.907523
0.415920,0.017601,0.202312,0.005280,0.047938,0.000832,0.188423,0.000768,0.002112,0.001152,0.000384,0.891171
0.416048,0.017473,0.202472,0.005344,0.048034,0.000800,0.197064,0.000992,0.002272,0.001152,0.000320,0.900291
0.415985,0.017504,0.202216,0.005377,0.047937,0.000800,0.201128,0.000736,0.001953,0.001120,0.000384,0.903140
0.416849,0.017504,0.219977,0.005408,0.047778,0.000832,0.196744,0.001120,0.002080,0.001184,0.000352,0.918532
0.417297,0.017664,0.201736,0.005120,0.048706,0.001024,0.187816,0.001056,0.002272,0.001120,0.000672,0.893027
0.415824,0.017633,0.202344,0.005088,0.047810,0.000800,0.200168,0.000736,0.002016,0.001280,0.000352,0.902243
0.416016,0.018112,0.202376,0.005056,0.048290,0.000832,0.192648,0.000704,0.002080,0.001152,0.000608,0.896387
0.416048,0.017569,0.202632,0.005312,0.047778,0.000832,0.195975,0.000929,0.002016,0.001152,0.000576,0.898787
0.415600,0.017441,0.202279,0.005312,0.048130,0.000832,0.190087,0.000800,0.002048,0.001120,0.000608,0.892386
0.416208,0.017569,0.202280,0.005280,0.047522,0.000800,0.185927,0.000736,0.002209,0.001280,0.000352,0.888387
0.415408,0.017696,0.223305,0.005600,0.047970,0.000832,0.183943,0.000736,0.001857,0.001184,0.000608,0.908132
0.416529,0.017472,0.202024,0.005153,0.048193,0.000833,0.184807,0.000608,0.002112,0.001120,0.000608,0.887491
0.416657,0.017504,0.202216,0.005249,0.048065,0.000768,0.216136,0.000768,0.002080,0.001184,0.000384,0.920036
0.416816,0.017600,0.203528,0.005248,0.048578,0.000768,0.200296,0.000960,0.002016,0.001217,0.000640,0.906372
0.415761,0.017504,0.201960,0.005344,0.047746,0.000800,0.183368,0.000736,0.002080,0.001120,0.000352,0.884707
0.416624,0.017569,0.202664,0.005344,0.048450,0.000864,0.192743,0.000928,0.002273,0.001280,0.000672,0.898403
0.417296,0.017601,0.202280,0.005120,0.047746,0.000832,0.182599,0.000992,0.001888,0.001120,0.000352,0.886722
0.415952,0.017441,0.222217,0.005344,0.047938,0.000832,0.187015,0.000768,0.002017,0.001152,0.000384,0.910276
0.415921,0.017664,0.202280,0.005024,0.047970,0.000800,0.184168,0.000768,0.001856,0.001184,0.000352,0.886755
0.416817,0.017665,0.202599,0.005313,0.048258,0.000768,0.194375,0.000800,0.002048,0.001409,0.000352,0.898468
0.417072,0.017601,0.202216,0.005504,0.047586,0.000704,0.197896,0.000768,0.001824,0.001216,0.000352,0.901507
0.416144,0.017505,0.202440,0.005120,0.048258,0.000800,0.190664,0.000800,0.002016,0.001088,0.000352,0.893123
0.416624,0.017569,0.202440,0.005152,0.048130,0.000864,0.202184,0.000800,0.001984,0.001216,0.000384,0.907140
0.417744,0.017825,0.202248,0.005312,0.048002,0.000832,0.189511,0.001024,0.001952,0.001184,0.000608,0.894851
0.416016,0.017761,0.235273,0.005216,0.048066,0.000768,0.194856,0.000896,0.002112,0.001088,0.000608,0.932100
0.416048,0.017601,0.202536,0.005120,0.047650,0.000736,0.195400,0.000736,0.001920,0.001216,0.000576,0.897571
0.417233,0.017568,0.201831,0.005121,0.047329,0.000768,0.181415,0.000576,0.002176,0.001088,0.000576,0.883747
0.416496,0.017537,0.203368,0.005184,0.048578,0.000864,0.187143,0.000736,0.001953,0.001248,0.000608,0.892707
0.418097,0.017696,0.201959,0.005281,0.047330,0.000768,0.212200,0.000832,0.001984,0.000928,0.000576,0.915204
0.417521,0.017440,0.202472,0.005153,0.047905,0.001024,0.191048,0.000704,0.002016,0.001120,0.000576,0.894883
0.415696,0.017409,0.202344,0.005088,0.048162,0.000736,0.196775,0.000928,0.001889,0.000896,0.000352,0.897891
0.415920,0.017537,0.218888,0.005377,0.047650,0.000832,0.188615,0.000928,0.002400,0.001120,0.000320,0.907939
0.416400,0.017536,0.202120,0.005280,0.047874,0.000736,0.190888,0.001024,0.002080,0.000864,0.000384,0.894147
0.416016,0.017665,0.201864,0.005088,0.048898,0.000800,0.189095,0.000736,0.001824,0.001152,0.000640,0.891938
0.417200,0.017729,0.202664,0.005312,0.047362,0.000736,0.182183,0.000768,0.002144,0.000896,0.000384,0.884674
0.417904,0.017536,0.202088,0.005280,0.048034,0.000736,0.219913,0.000800,0.002176,0.001024,0.000384,0.923780
0.416208,0.017633,0.202120,0.005344,0.047938,0.000832,0.190472,0.000608,0.002048,0.000992,0.000352,0.892963
0.417649,0.017505,0.201927,0.005121,0.048610,0.000800,0.208232,0.000832,0.002304,0.001120,0.000544,0.912932
0.416528,0.017441,0.220072,0.005217,0.048290,0.000992,0.200551,0.000832,0.002400,0.000896,0.000576,0.923300
0.416432,0.017441,0.202184,0.005280,0.048770,0.000832,0.192615,0.000705,0.002144,0.001184,0.000608,0.896483
0.415761,0.017472,0.202120,0.005441,0.047521,0.000832,0.193384,0.000704,0.002496,0.001152,0.000416,0.895587
0.416625,0.017536,0.201992,0.005280,0.047874,0.000800,0.188648,0.000768,0.002144,0.001216,0.000416,0.891427
0.415760,0.017601,0.202984,0.005088,0.047778,0.000832,0.199464,0.000832,0.002240,0.001216,0.000384,0.903715
0.418481,0.017601,0.202120,0.005248,0.048418,0.000832,0.192551,0.000832,0.002176,0.001249,0.000416,0.898500
0.416337,0.017505,0.202503,0.005216,0.047778,0.000768,0.185447,0.000768,0.002048,0.001152,0.000576,0.889091
0.436753,0.017761,0.202632,0.005312,0.047874,0.000800,0.189319,0.000960,0.002144,0.001184,0.000640,0.913956
0.416464,0.017825,0.202664,0.005248,0.047298,0.000832,0.200968,0.000768,0.002144,0.001184,0.000352,0.904227
0.416369,0.017696,0.202312,0.005248,0.047714,0.000800,0.191464,0.000832,0.002080,0.001312,0.000384,0.894947
0.416080,0.017601,0.202760,0.005088,0.048130,0.000800,0.190503,0.000768,0.002433,0.001152,0.000352,0.893923
0.416273,0.017600,0.202184,0.005344,0.048450,0.000800,0.189000,0.000768,0.002112,0.001216,0.000576,0.892323
0.416304,0.017505,0.202600,0.005056,0.048258,0.000832,0.186631,0.000704,0.002240,0.001281,0.000320,0.889795
0.416688,0.017473,0.202664,0.005280,0.047714,0.000768,0.190311,0.000896,0.002400,0.001088,0.000641,0.894083
0.433905,0.017761,0.202184,0.005376,0.047778,0.000800,0.191879,0.000864,0.002465,0.001120,0.000576,0.914404
0.415920,0.017729,0.201992,0.005248,0.048162,0.000832,0.197864,0.000736,0.001920,0.001312,0.000640,0.901091
0.416433,0.017441,0.201991,0.005345,0.048002,0.000736,0.192007,0.000800,0.002080,0.001184,0.000384,0.894851
0.415921,0.017729,0.202247,0.005281,0.047874,0.000864,0.200487,0.017824,0.002656,0.001120,0.000640,0.921477
0.415664,0.017537,0.203048,0.005344,0.048738,0.000800,0.197096,0.000736,0.002144,0.001248,0.000576,0.901763
0.416976,0.017665,0.203208,0.005344,0.047874,0.000832,0.198024,0.000800,0.002336,0.001184,0.000384,0.903587
0.416272,0.017569,0.202792,0.005344,0.047874,0.000768,0.196840,0.000736,0.002240,0.001120,0.000384,0.900131
