Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],TEE[7-7],Layer[8],Layer[9],Layer[10],classifier
0.417296,0.017441,0.202184,0.005312,0.048322,0.000832,0.013377,0.193383,0.002976,0.001120,0.000384,0.911267
0.416784,0.017441,0.201896,0.005248,0.048130,0.000864,0.013633,0.170310,0.003232,0.000993,0.000384,0.887107
0.417617,0.017504,0.201768,0.005281,0.047841,0.000800,0.013376,0.183367,0.002976,0.000992,0.000352,0.900228
0.418384,0.017697,0.202920,0.005056,0.048770,0.000832,0.013729,0.175399,0.002912,0.001088,0.000608,0.895971
0.417105,0.017569,0.236585,0.005248,0.048258,0.000800,0.013633,0.177575,0.002944,0.001024,0.000384,0.931013
0.416912,0.017664,0.203208,0.005024,0.047938,0.000832,0.013441,0.176775,0.003168,0.000992,0.000384,0.894339
0.417104,0.017473,0.202088,0.005248,0.047778,0.000832,0.013472,0.175815,0.002689,0.001184,0.000416,0.892131
0.416368,0.017537,0.202792,0.005248,0.048386,0.000800,0.013313,0.172231,0.002944,0.001344,0.000672,0.889347
0.416305,0.017472,0.202599,0.005217,0.048834,0.000832,0.013376,0.161030,0.002848,0.001120,0.000640,0.878531
0.417552,0.017633,0.202312,0.005312,0.047298,0.000800,0.013313,0.190887,0.002688,0.000992,0.000352,0.906819
0.416209,0.017568,0.203144,0.005313,0.047969,0.000801,0.013312,0.173959,0.003040,0.001120,0.000384,0.892003
0.416720,0.017697,0.221480,0.005217,0.048034,0.000544,0.013344,0.179783,0.002592,0.001184,0.000384,0.915555
0.416528,0.017633,0.201928,0.004992,0.048322,0.000832,0.013377,0.166598,0.002848,0.000992,0.000544,0.882434
0.417936,0.017601,0.202568,0.005536,0.048994,0.000864,0.014208,0.185832,0.002944,0.001344,0.000352,0.907683
0.417648,0.017984,0.202888,0.005248,0.048546,0.000800,0.013633,0.180199,0.002944,0.000960,0.000384,0.899939
0.415984,0.017857,0.202152,0.005248,0.047746,0.000800,0.013857,0.170022,0.002976,0.001056,0.000352,0.885635
0.416913,0.017505,0.202087,0.005089,0.048674,0.000832,0.014016,0.170375,0.002944,0.000896,0.000480,0.887971
0.416112,0.017505,0.202216,0.004864,0.047842,0.000800,0.014112,0.172007,0.002752,0.001216,0.000352,0.886946
0.415825,0.017696,0.216553,0.004928,0.048226,0.000768,0.013729,0.182951,0.002528,0.001184,0.000320,0.912132
0.416496,0.017473,0.202056,0.005248,0.047554,0.000800,0.013568,0.168487,0.002976,0.000992,0.000384,0.884034
0.416816,0.017761,0.201992,0.005120,0.047362,0.000736,0.013409,0.175751,0.002720,0.000992,0.000384,0.892227
0.416944,0.020993,0.202536,0.005376,0.048226,0.000832,0.013697,0.191399,0.002784,0.000960,0.000416,0.913379
0.430257,0.017568,0.202376,0.005249,0.048097,0.000864,0.013376,0.171271,0.002688,0.000832,0.000352,0.902339
0.417105,0.017505,0.202439,0.005249,0.048258,0.000864,0.013760,0.178631,0.002816,0.001312,0.000608,0.896867
0.417072,0.017600,0.202600,0.004992,0.048194,0.000864,0.013889,0.178759,0.002784,0.001088,0.000352,0.897507
0.416400,0.017441,0.202120,0.004832,0.061123,0.000896,0.013760,0.179815,0.006145,0.001024,0.000384,0.911684
0.416336,0.017921,0.203624,0.004864,0.048386,0.000800,0.013729,0.153542,0.002784,0.000992,0.000320,0.871362
0.416912,0.017409,0.202472,0.005088,0.048194,0.000768,0.013632,0.169735,0.002912,0.000992,0.000384,0.885666
0.416976,0.018209,0.202408,0.005024,0.048514,0.000832,0.014048,0.173255,0.002816,0.001024,0.000416,0.892771
0.433809,0.017664,0.202600,0.005217,0.048385,0.000768,0.014112,0.170183,0.002976,0.001120,0.000384,0.907715
0.416784,0.017665,0.202696,0.005024,0.048290,0.000832,0.013473,0.176807,0.002912,0.001408,0.000416,0.896483
0.416785,0.017568,0.201800,0.005057,0.048801,0.000833,0.013664,0.183655,0.003040,0.001088,0.000384,0.901828
0.415857,0.018016,0.216905,0.005184,0.048418,0.000832,0.013313,0.180583,0.002624,0.001056,0.000320,0.911972
0.416208,0.017761,0.202184,0.005216,0.048194,0.000864,0.013665,0.175111,0.002752,0.001152,0.000352,0.891651
0.417136,0.017537,0.202792,0.005056,0.047746,0.000800,0.013760,0.185640,0.002784,0.001312,0.000384,0.903940
0.417328,0.017857,0.202472,0.005120,0.048130,0.000800,0.013537,0.185191,0.003328,0.001376,0.000384,0.904067
0.432433,0.017665,0.202184,0.005184,0.048674,0.000800,0.013505,0.181831,0.002624,0.001184,0.000576,0.915428
0.417136,0.017921,0.202120,0.004960,0.048514,0.000832,0.013697,0.173831,0.002848,0.001056,0.000576,0.892003
0.416016,0.017889,0.202280,0.005216,0.047970,0.000800,0.013408,0.173031,0.002656,0.001568,0.000384,0.890307
0.417712,0.017664,0.221001,0.005120,0.048258,0.000832,0.013761,0.176935,0.002784,0.001184,0.000576,0.915044
0.417009,0.017696,0.202248,0.005281,0.047489,0.000832,0.013313,0.171591,0.003008,0.001184,0.000384,0.890115
0.416720,0.017761,0.202408,0.005120,0.047490,0.000768,0.013377,0.176135,0.002784,0.001120,0.000608,0.894051
0.416433,0.017440,0.202024,0.005057,0.048641,0.000768,0.013600,0.172999,0.002880,0.001088,0.000352,0.890787
0.417232,0.017697,0.202728,0.005312,0.048002,0.000800,0.013792,0.175335,0.002816,0.001216,0.000416,0.894659
0.416497,0.017568,0.204072,0.005025,0.048449,0.000833,0.013792,0.173703,0.003328,0.001056,0.000416,0.894691
0.416112,0.017697,0.202152,0.004992,0.048194,0.000832,0.013665,0.179111,0.002752,0.001056,0.000352,0.896323
0.416688,0.017825,0.222217,0.005248,0.047554,0.000832,0.013600,0.175975,0.002880,0.001120,0.000416,0.914147
0.416400,0.017921,0.202472,0.005120,0.048674,0.000832,0.013601,0.175399,0.002592,0.001152,0.000608,0.893091
0.416720,0.017825,0.202024,0.005056,0.048802,0.000832,0.013633,0.177831,0.002560,0.001088,0.000576,0.895747
0.416784,0.017761,0.202216,0.005056,0.048386,0.000800,0.013441,0.164838,0.002560,0.001120,0.000608,0.882242
0.415921,0.017728,0.202312,0.005185,0.048129,0.000833,0.013632,0.173287,0.002976,0.001088,0.000384,0.891331
0.416081,0.017472,0.202440,0.005409,0.048962,0.000800,0.013696,0.185191,0.002625,0.001024,0.000416,0.903172
0.416688,0.017569,0.202216,0.005376,0.048674,0.000832,0.013729,0.174567,0.002784,0.001056,0.000608,0.892579
0.416784,0.017889,0.237673,0.005377,0.047905,0.000801,0.013728,0.183271,0.002848,0.001120,0.000640,0.937093
0.416624,0.017665,0.202664,0.005216,0.048898,0.000800,0.014017,0.179335,0.002592,0.000960,0.000320,0.897539
0.417105,0.017888,0.202696,0.005313,0.048417,0.000832,0.014177,0.171335,0.002976,0.001152,0.000608,0.891331
0.418833,0.017536,0.204104,0.005089,0.048386,0.000832,0.014336,0.177575,0.003008,0.001184,0.000384,0.899939
0.417840,0.017760,0.203240,0.005312,0.048450,0.000864,0.013601,0.178823,0.002944,0.001056,0.000352,0.898595
0.416177,0.017760,0.202792,0.005217,0.048481,0.000865,0.013824,0.176647,0.002720,0.001152,0.000384,0.894403
0.416241,0.017505,0.202600,0.005216,0.048610,0.000832,0.013664,0.163911,0.003072,0.001024,0.000352,0.881987
0.431697,0.017985,0.202599,0.005089,0.048194,0.000800,0.013760,0.180711,0.002592,0.001152,0.000608,0.913444
0.416752,0.018145,0.202728,0.005024,0.048290,0.000800,0.013377,0.172742,0.002977,0.001216,0.000608,0.891363
0.416656,0.017760,0.202888,0.005280,0.048418,0.000832,0.013729,0.172551,0.002656,0.001120,0.000576,0.891267
0.416656,0.017537,0.202568,0.005120,0.048514,0.000832,0.013665,0.217992,0.003488,0.001377,0.000352,0.937349
0.417073,0.017761,0.202439,0.005152,0.049090,0.000800,0.013600,0.176711,0.002624,0.001056,0.000576,0.895491
0.417136,0.018081,0.202312,0.005344,0.048482,0.001056,0.013697,0.186215,0.002720,0.001408,0.000576,0.905987
0.416785,0.017728,0.201992,0.005089,0.048705,0.000800,0.013664,0.186951,0.002689,0.001152,0.000352,0.903876
0.434833,0.017568,0.203208,0.005057,0.048642,0.000768,0.014112,0.182087,0.005601,0.001088,0.000640,0.922820
0.416913,0.017697,0.202183,0.005280,0.047586,0.000800,0.013792,0.181927,0.002688,0.001281,0.000384,0.898724
0.417265,0.017408,0.202216,0.004993,0.048545,0.000865,0.013632,0.185959,0.002401,0.001216,0.000608,0.904164
0.417360,0.017600,0.202120,0.005056,0.048802,0.000864,0.034146,0.177223,0.002432,0.001056,0.000384,0.915940
0.416304,0.017441,0.202408,0.005088,0.048258,0.000832,0.013408,0.184296,0.002592,0.001216,0.000416,0.900803
0.418096,0.017472,0.204424,0.005057,0.048161,0.000800,0.013665,0.180615,0.002816,0.001504,0.000352,0.902371
0.416912,0.017504,0.203432,0.005057,0.047969,0.000800,0.013441,0.188999,0.002817,0.001376,0.000320,0.908772
0.436657,0.017632,0.203112,0.005217,0.048194,0.000800,0.013632,0.185479,0.002785,0.001280,0.000384,0.923972
0.416400,0.017729,0.202856,0.005312,0.048226,0.000832,0.013345,0.186663,0.002816,0.000928,0.000608,0.905923
