Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],TEE[9-9],Layer[10],classifier
0.416208,0.017665,0.202856,0.005408,0.048002,0.000640,0.013408,0.000352,0.001472,0.171591,0.001056,0.886242
0.431409,0.017665,0.203592,0.005248,0.047842,0.000800,0.013600,0.000384,0.001504,0.181767,0.001216,0.913892
0.416144,0.017569,0.202568,0.005248,0.047394,0.000800,0.013632,0.000384,0.001504,0.154663,0.000896,0.868674
0.416144,0.017921,0.201992,0.005280,0.047458,0.000864,0.013697,0.000384,0.001504,0.183367,0.000544,0.898051
0.417521,0.017761,0.204200,0.005280,0.047938,0.000736,0.013856,0.000352,0.001600,0.211209,0.000800,0.930373
0.416785,0.017984,0.203208,0.005249,0.047746,0.000864,0.014336,0.000320,0.001568,0.176999,0.000768,0.893955
0.416112,0.017473,0.203752,0.005024,0.048098,0.000736,0.013824,0.000352,0.001728,0.178375,0.000768,0.893507
0.415792,0.017601,0.202632,0.005088,0.049730,0.000832,0.014209,0.000352,0.001632,0.177191,0.001056,0.893955
0.434065,0.017761,0.202760,0.005216,0.047682,0.000832,0.013473,0.000320,0.001472,0.176935,0.000640,0.909988
0.416336,0.017793,0.202728,0.004832,0.048290,0.000864,0.013729,0.000352,0.001536,0.176263,0.000896,0.891235
0.416016,0.020897,0.202504,0.004864,0.047650,0.001056,0.013568,0.000384,0.001537,0.159846,0.000672,0.876066
0.415409,0.017600,0.202600,0.005089,0.047169,0.001056,0.013728,0.000352,0.001504,0.193096,0.000800,0.906308
0.415953,0.017472,0.203080,0.005281,0.047650,0.000832,0.013408,0.000320,0.001408,0.160711,0.001120,0.873923
0.417072,0.017729,0.204200,0.005152,0.048130,0.001024,0.013761,0.000416,0.001728,0.188423,0.001024,0.907491
0.416112,0.017569,0.202792,0.005408,0.047554,0.001056,0.013856,0.000416,0.001440,0.175143,0.000832,0.891746
0.435665,0.017761,0.203368,0.005312,0.047874,0.000832,0.013697,0.000416,0.001408,0.182567,0.000960,0.918468
0.415920,0.017729,0.202536,0.005440,0.048610,0.000800,0.013921,0.000352,0.001536,0.172263,0.001024,0.888867
0.416048,0.017697,0.202856,0.005312,0.047554,0.000832,0.013760,0.000320,0.001472,0.174951,0.000736,0.889666
0.417584,0.017761,0.202216,0.005376,0.049282,0.000576,0.013793,0.000384,0.001408,0.201448,0.000896,0.918980
0.415857,0.017568,0.201960,0.005025,0.047681,0.000608,0.013505,0.000384,0.001472,0.175399,0.000928,0.888675
0.415632,0.017537,0.203560,0.005120,0.047938,0.000832,0.013761,0.000384,0.001472,0.176679,0.000992,0.892355
0.415792,0.017505,0.202472,0.005248,0.047490,0.001024,0.013697,0.000384,0.001440,0.179239,0.000736,0.893539
0.432465,0.017793,0.202408,0.005248,0.047426,0.001056,0.013696,0.000416,0.001440,0.174887,0.001024,0.905987
0.416016,0.018272,0.202248,0.005408,0.047714,0.000864,0.013761,0.000352,0.001536,0.180583,0.000992,0.895971
0.415760,0.017665,0.202536,0.005056,0.047106,0.000576,0.013760,0.000384,0.001504,0.181128,0.000992,0.896099
0.416241,0.017889,0.202215,0.005057,0.047266,0.000576,0.013952,0.000352,0.001504,0.228809,0.000864,0.943173
0.415696,0.017505,0.202632,0.005280,0.047714,0.000576,0.013793,0.000352,0.001440,0.184359,0.000704,0.898403
0.415696,0.017505,0.202248,0.005312,0.049346,0.000608,0.013857,0.000352,0.001408,0.175719,0.000768,0.890691
0.416432,0.017569,0.202120,0.005312,0.048482,0.000640,0.013441,0.000416,0.001728,0.177447,0.000864,0.892931
0.432561,0.017632,0.202888,0.005313,0.047841,0.000608,0.013409,0.000352,0.001472,0.177031,0.000832,0.908067
0.415536,0.017633,0.201992,0.005344,0.047394,0.000608,0.013664,0.000352,0.001792,0.171815,0.001024,0.885218
0.415760,0.017921,0.202088,0.005312,0.046914,0.000640,0.013409,0.000416,0.001504,0.176103,0.001056,0.889059
0.415664,0.017921,0.202088,0.005376,0.047426,0.000544,0.013408,0.000384,0.001504,0.194312,0.000800,0.907939
0.416337,0.017985,0.202375,0.005377,0.047330,0.000832,0.013728,0.000320,0.001472,0.174823,0.000864,0.889699
0.416080,0.017697,0.203048,0.005312,0.047394,0.000832,0.013441,0.000352,0.001440,0.175559,0.001056,0.891427
0.415408,0.017664,0.202600,0.005120,0.048130,0.000800,0.014497,0.000384,0.001408,0.181735,0.000736,0.896643
0.432496,0.017600,0.203464,0.005409,0.048129,0.000832,0.013665,0.000352,0.001664,0.186567,0.000897,0.919652
0.415632,0.017729,0.203720,0.004992,0.047586,0.000832,0.014048,0.000320,0.001760,0.177031,0.000992,0.892770
0.415952,0.017345,0.202472,0.005248,0.047746,0.000704,0.013697,0.000352,0.001472,0.181959,0.001024,0.895107
0.416080,0.017985,0.203144,0.005248,0.066979,0.000864,0.013632,0.000352,0.001536,0.180807,0.001121,0.916260
0.415729,0.021025,0.203016,0.005024,0.048578,0.000544,0.013376,0.000384,0.001504,0.165799,0.000960,0.883139
0.415760,0.017665,0.202440,0.005280,0.049122,0.000832,0.013440,0.000352,0.001536,0.181479,0.000960,0.896803
0.416016,0.017921,0.202439,0.005024,0.047522,0.000736,0.013728,0.000416,0.001504,0.166535,0.001120,0.880419
0.433360,0.017632,0.202600,0.005280,0.047810,0.000800,0.013505,0.000384,0.001472,0.172583,0.001024,0.905027
0.417264,0.017857,0.203944,0.005312,0.048386,0.000832,0.014016,0.000384,0.001537,0.178087,0.001088,0.898179
0.416272,0.017633,0.203816,0.005344,0.048130,0.000832,0.013984,0.000417,0.001440,0.183047,0.001024,0.900515
0.415697,0.017697,0.202407,0.024193,0.050498,0.000800,0.013600,0.000416,0.001408,0.182887,0.000928,0.919076
0.416657,0.017824,0.202152,0.005377,0.047233,0.000832,0.014209,0.000384,0.001504,0.178183,0.000992,0.893475
0.427025,0.020129,0.203528,0.004960,0.049378,0.000608,0.013728,0.000416,0.001537,0.177318,0.000960,0.908260
0.415888,0.017889,0.202376,0.005056,0.047554,0.000800,0.013792,0.000352,0.001536,0.177031,0.000992,0.891778
0.430833,0.017729,0.202824,0.005248,0.048706,0.000800,0.013536,0.000384,0.001728,0.177703,0.001121,0.908516
0.416400,0.017473,0.202568,0.005280,0.048546,0.001024,0.013793,0.000352,0.001536,0.178503,0.001024,0.894467
0.416113,0.018113,0.202247,0.005089,0.047394,0.001056,0.013600,0.000352,0.001408,0.171047,0.000736,0.885027
0.416849,0.017473,0.223080,0.004929,0.049057,0.000832,0.013664,0.000320,0.001568,0.180967,0.001216,0.918692
0.414896,0.017825,0.202312,0.005312,0.047650,0.000832,0.013824,0.000416,0.001536,0.174983,0.001120,0.889122
0.415824,0.017601,0.202952,0.005344,0.048546,0.000832,0.013536,0.000352,0.001568,0.170535,0.000832,0.886018
0.416848,0.017505,0.202856,0.005056,0.049762,0.000832,0.013696,0.000352,0.001537,0.172198,0.001056,0.889570
0.436945,0.017761,0.202856,0.005248,0.048258,0.001024,0.013408,0.000320,0.001536,0.170887,0.000992,0.907971
0.415280,0.017953,0.202536,0.005216,0.048290,0.000832,0.013440,0.000384,0.001440,0.175751,0.001056,0.889570
0.416304,0.017601,0.201960,0.005056,0.047586,0.000832,0.013696,0.000384,0.001408,0.169095,0.001024,0.882370
0.415216,0.017472,0.202152,0.022497,0.050466,0.001024,0.013473,0.000384,0.001504,0.186951,0.000992,0.920036
0.415920,0.017537,0.202440,0.005056,0.047874,0.000864,0.013697,0.000320,0.001440,0.171367,0.000800,0.885091
0.414896,0.020833,0.202280,0.005184,0.047586,0.001024,0.013376,0.000384,0.001472,0.174534,0.000800,0.890179
0.415153,0.017600,0.203272,0.005313,0.047170,0.000800,0.013472,0.000384,0.001408,0.165351,0.000800,0.877859
0.433937,0.017729,0.204328,0.005152,0.048642,0.000576,0.013537,0.000352,0.001376,0.184807,0.001056,0.919652
0.415632,0.017665,0.202824,0.005280,0.047778,0.000576,0.013441,0.000384,0.001472,0.182695,0.000800,0.896227
0.415985,0.017696,0.202888,0.005313,0.047009,0.000576,0.013697,0.000352,0.001376,0.175815,0.000864,0.889059
0.415280,0.017441,0.202216,0.005184,0.064067,0.000640,0.013568,0.000352,0.001408,0.168551,0.001056,0.897507
0.415377,0.017472,0.202440,0.005281,0.047457,0.000576,0.013441,0.000384,0.001440,0.159366,0.001024,0.871874
0.415664,0.017633,0.202568,0.005280,0.046946,0.000608,0.013408,0.000384,0.001376,0.174183,0.001056,0.886754
0.414128,0.017665,0.202664,0.005088,0.046882,0.000800,0.013409,0.000384,0.001440,0.175911,0.001056,0.887107
0.435729,0.017728,0.202376,0.005248,0.046946,0.000832,0.013569,0.000384,0.001440,0.185383,0.000800,0.918724
0.416112,0.017729,0.203112,0.005344,0.048034,0.000832,0.013760,0.000384,0.001440,0.180647,0.000832,0.896099
0.416656,0.017793,0.203016,0.005280,0.048194,0.000832,0.014209,0.000352,0.001504,0.182375,0.000864,0.899939
0.415952,0.017377,0.202408,0.005408,0.048162,0.000832,0.034625,0.000512,0.001888,0.191848,0.001120,0.928644
0.415473,0.017728,0.202536,0.005057,0.048385,0.000928,0.014240,0.000352,0.001408,0.173191,0.000768,0.888259
0.416048,0.017505,0.202824,0.005280,0.050978,0.000832,0.013793,0.000352,0.001472,0.166695,0.001024,0.884611
0.415249,0.017568,0.202920,0.005217,0.047713,0.000832,0.013441,0.000352,0.001440,0.164263,0.000992,0.878467
0.437329,0.017889,0.202408,0.005184,0.048962,0.000768,0.013409,0.000384,0.001408,0.172262,0.000960,0.910148
0.415376,0.017601,0.202920,0.005248,0.047426,0.000832,0.013505,0.000352,0.001408,0.177415,0.000832,0.890723
0.415824,0.017601,0.202408,0.005248,0.047394,0.000640,0.013985,0.000352,0.001696,0.172838,0.000864,0.886307
0.416208,0.017633,0.202376,0.005280,0.047362,0.000736,0.013665,0.000384,0.001504,0.191847,0.001088,0.906179
0.415985,0.017696,0.201896,0.005249,0.047777,0.001025,0.013408,0.000352,0.001504,0.173223,0.000992,0.886595
0.416528,0.017601,0.203784,0.005280,0.047714,0.000800,0.013761,0.000352,0.001440,0.179911,0.001088,0.897731
0.416912,0.017441,0.203496,0.005248,0.047618,0.000800,0.013824,0.000320,0.001504,0.175718,0.000608,0.891554
